species;xcoord;ycoord
LACBIL;789499.3738;6289483.188
LACBIL;789639.915;6289415.255
LACBIL;789633.101;6289389.485
LACBIL;787718.6033;6288877.787
LACBIL;787888.6433;6288658.733
LACBIL;787078.2954;6288269.376
LACBIL;786761.0148;6288233.369
LACBIL;786831.7566;6288114.409
LACBIL;787092.4817;6288275.906
LACBIL;787176.7205;6288455.778
LACBIL;818766.927;6307376.626
LACBIL;819292.9335;6309466.933
LACBIL;819243.6578;6309445.113
LACBIL;819253.9785;6309452.086
LACBIL;818587.103;6307759.591
LACBIL;818972.6226;6304909.679
LACBIL;818627.3231;6309028.234
LACBIL;819211.8805;6309429.067
LACBIL;819334.0288;6309500.492
LACBIL;819228.7415;6309438.831
LACBIL;818772.5892;6308165.722
LACBIL;818905.0924;6307887.683
LACBIL;819352.9007;6309510.183
LACBIL;819295.1743;6309480.312
LACBIL;770478.3742;6274862.098
LACBIL;769377.8064;6274386.433
LACBIL;801190.7034;6291977.355
LACBIL;769439.587;6274368.654
LACBIL;793441.2845;6290254.931
LACBIL;794741.6835;6290119.662
LACBIL;769249.9236;6273211.412
LACBIL;797955.9104;6290661.354
LACBIL;793837.4973;6290123.829
LACBIL;793326.5611;6290193.563
LACBIL;794747.2449;6289838.103
LACBIL;769660.8702;6274066.071
LACBIL;797905.7257;6290847.084
LACBIL;769237.4251;6274035.565
LACBIL;769068.4155;6274110.205
LACBIL;794768.9269;6289849.541
LACBIL;798002.9193;6290833.909
LACBIL;794787.2284;6289795.574
LACBIL;793876.6787;6289949.243
LACBIL;783128.6938;6283551.846
LACBIL;783086.3244;6283576.301
LACBIL;776708.8032;6278691.919
LACBIL;783130.7141;6283551.65
LACBIL;783036.1788;6283615.326
LACBIL;778101.7223;6279705.158
LACBIL;785401.5197;6287103.55
LACBIL;785302.6127;6287128.343
LACBIL;776937.7434;6279097.255
LACBIL;783067.9371;6283575.172
LACBIL;783321.9481;6284129.551
LACBIL;783234.8406;6283828.985
LACBIL;783155.0366;6284211.174
LACBIL;776619.334;6278810.883
LACBIL;783276.7286;6284156.19
LACBIL;777513.7866;6279102.008
LACBIL;783092.0305;6283522.469
LACBIL;783518.2673;6284088.996
LACBIL;776338.8835;6278940.786
LACBIL;783083.6109;6283536.809
LACBIL;777121.3373;6279202.951
LACBIL;783664.5938;6284186.613
LACBIL;783271.5521;6283842.135
LACBIL;783361.5008;6284091.945
LACBIL;783174.1238;6283633.019
LACBIL;783388.8051;6284003.608
LACBIL;783013.7646;6283291.376
LACBIL;776655.419;6278825.877
LACBIL;783075.5258;6283426.446
LACBIL;776617.7484;6278754.623
LACBIL;776495.3068;6279090.82
LACBIL;785313.1284;6286885.3
LACBIL;769242.5794;6273485.984
LACBIL;838814.8137;6321532.086
LACBIL;812474.0331;6286124.433
LACBIL;807959.9049;6279578.72
LACBIL;796613.8196;6279609.116
LACBIL;809725.674;6343641.517
LACBIL;823782.6701;6355143.849
LACBIL;718094.6407;6284572.936
LACBIL;718700.0379;6283732.286
LACBIL;820151.0677;6309284.17
LACBIL;697826.0808;6278838.982
LACBIL;821050.5524;6328343.249
LACBIL;808304.2595;6279391.593
LACBIL;701430.5973;6274697.668
LACBIL;701419.0488;6274732.401
LACBIL;783573.6317;6279213.458
LACBIL;778567.7297;6283179.915
LACBIL;654301.174;6237416.949
LACBIL;654371.5996;6237509.429
LACBIL;654369.984;6237507.805
LACBIL;652072.9053;6229881.15
LACBIL;790501.3455;6273651.401
LACBIL;792640.6452;6271942.984
LACBIL;807054;6331354
LACBIL;794516.0769;6315979.869
LACBIL;794521.3095;6315993.479
LACBIL;804991.3429;6320727.748
LACBIL;803596.3979;6319867.23
LACBIL;805146.7228;6319576.491
LACBIL;801776.9314;6320236.597
LACBIL;794607.8956;6315683.66
LACBIL;809278.5364;6346221.927
LACBIL;657171.1076;6219980.803
LACBIL;748482.6437;6293299.823
LACBIL;747732.8386;6294000.849
LACBIL;807890.8711;6279697.8
LACBIL;762410.7804;6306083.037
LACBIL;707800.0648;6295512.386
LACBIL;713029.9159;6291226.881
LACBIL;764126.6851;6264972.737
LACBIL;764664.7159;6262626.428
LACBIL;762012.1128;6299443.963
LACBIL;695327.0301;6276241.524
LACBIL;762363.1636;6306585.235
LACBIL;762713.484;6302076.088
LACBIL;762628.7985;6302250.615
LACBIL;750328.0538;6310320.243
LACBIL;753646.6796;6305776.614
LACBIL;743352.4437;6297346.746
LACBIL;743097.3314;6297086.078
LACBIL;743080.7607;6297310.662
LACBIL;749959.4669;6303329.396
LACBIL;828022.0187;6338199.35
LACBIL;764344.3523;6297965.652
LACBIL;740060.4433;6283866.087
LACBIL;782615.7917;6292078.693
LACBIL;796364.9283;6337264.775
LACBIL;703825.0188;6247193.099
LACBIL;784003.1196;6278308.792
LACBIL;805490.8166;6313843.788
LACBIL;805869.7336;6313516.231
LACBIL;805913.6765;6313472.665
LACBIL;803289.8387;6323719.943
LACBIL;770981.3133;6271932.28
LACBIL;770894.1119;6272100.086
LACBIL;770563.7076;6272307.333
LACBIL;771286.2186;6301220.594
LACBIL;726558.1261;6296011.302
LACBIL;818033.722;6303926.942
LACBIL;769218.0423;6272124.695
LACBIL;766288.0053;6288272.728
LACBIL;769419.8319;6272154.546
LACBIL;768555.3142;6291009.739
LACBIL;769141.2515;6290095.564
LACBIL;769039.1504;6291513.74
LACBIL;791173.2144;6314628.967
LACBIL;727293.5167;6289263.783
LACBIL;727071.454;6289314.719
LACBIL;764697.8609;6282386.198
LACBIL;764656.8226;6282493.87
LACBIL;727050.0609;6289173.498
LACBIL;765689.8839;6273806.538
LACBIL;788982.3818;6285151.099
LACBIL;771227.7853;6301118.186
LACBIL;752443.9506;6282536.894
LACBIL;763861.0198;6285208.168
LACBIL;789684.1149;6284932.321
LACBIL;765991.0683;6273455.983
LACBIL;703866.4032;6247293.356
LACBIL;726665.3495;6283627.463
LACBIL;730788.5652;6250943.941
LACBIL;766242.3122;6295430.126
LACBIL;723237.3916;6248962.004
LACBIL;761294.5713;6297907.202
LACBIL;730632.3154;6251231.929
LACBIL;723237.3916;6248962.004
LACBIL;717805.4394;6241472.021
LACBIL;726818.4381;6283459.004
LACBIL;733045.0348;6266114.299
LACBIL;733020.3687;6266183.38
LACBIL;732932.2119;6266685.886
LACBIL;733275.0127;6266084.959
LACBIL;733402.8694;6266361.225
LACBIL;702784.3721;6225585.551
LACBIL;733143.8485;6265946.119
LACBIL;733136.9219;6266020.731
LACBIL;733064.7698;6266075.471
LACBIL;766331.7911;6273938.563
LACBIL;733519.6647;6266145.167
LACBIL;733203.8096;6266114.104
LACBIL;733210.8807;6266089.918
LACBIL;733207.0304;6266162.567
LACBIL;703711.3571;6223689.506
LACBIL;733224.4834;6266145.356
LACBIL;733238.5539;6266110.825
LACBIL;800124.4587;6305777.352
LACBIL;766218.4859;6273238.94
LACBIL;801331.0682;6305882.97
LACBIL;779575.151;6284682.679
LACBIL;776477.2253;6278881.974
LACBIL;769477.4786;6272153.938
LACBIL;663017.752;6256246.943
LACBIL;662526.2388;6256059.181
LACBIL;662522.2624;6256044.748
LACBIL;662519.2217;6256048.824
LACBIL;826069.0107;6358680.03
LACBIL;811124.0308;6386577.052
LACBIL;809333.006;6382317.021
LACBIL;744578.0273;6258199.474
LACBIL;742436.3697;6305746.931
LACBIL;787367.5264;6280313.038
LACBIL;773410.7521;6273056.369
LACBIL;773533.0001;6273208.026
LACBIL;773337.0447;6272245.707
LACBIL;807943.8642;6279597.336
LACBIL;773373.0552;6272285.846
LACBIL;736727.4386;6292200.231
LACBIL;731332.9236;6283267.761
LACBIL;770271.7512;6309042.101
LACBIL;763746.7762;6300266.161
LACBIL;761779.4864;6303833.235
MALMON;764955.9904;6265422.345
MALMON;764723.2995;6267184.269
MALMON;764352.3075;6300105.113
MALMON;752015.7337;6281061.333
MALMON;766046.2108;6272106.524
MALMON;766152.1239;6272083.279
MALMON;765542.5915;6271901.707
MALMON;707723.796;6228289.288
MALMON;777135.2838;6285368.705
MALMON;767431.7423;6271036.204
MALMON;751028.1795;6332022.285
MALMON;756409.1611;6267944.023
MALMON;685458.8842;6170523.701
MALMON;787952.4263;6317165.831
MALMON;789863.5783;6277447.794
MALMON;792764.7671;6282411.895
MALMON;765946.3494;6299662.858
MALMON;791363.54;6332398.309
MALMON;791279.7091;6331467.964
MALMON;790709.0171;6331906.376
MALMON;676943.9615;6234547.616
MALMON;779358.2847;6285642.526
MALMON;781657.5788;6287136.418
MALMON;837350.4517;6363327.544
MALMON;631194.2992;6216032.021
MALMON;705179.4401;6214048.951
MALMON;686756.2494;6154286.111
MALMON;685887.7251;6155131.954
MALMON;685220.5543;6155885.003
MALMON;687994.601;6159919.699
MALMON;687689.7524;6159843.069
MALMON;687669.8943;6159825.976
MALMON;767293.0315;6272618.834
MALMON;767825.2693;6272706.719
MALMON;704729.5476;6214482.688
MALMON;704838.1234;6214260.946
MALMON;704885.9264;6214153.351
MALMON;684919.0744;6156149.899
MALMON;822644.7276;6313276.871
MALMON;802329.0356;6373483.988
MALMON;805877.962;6372550.984
MALMON;699108.2029;6170400.112
MALMON;701775.1118;6163666.766
MALMON;773810.5432;6273492.916
MALMON;766852.4234;6280284.07
MALMON;767744.6669;6272567.819
MALMON;748836.8953;6263120.283
MALMON;791380.9321;6298228.75
MALMON;791459.5407;6298092.735
MALMON;807163.659;6273735.261
MALMON;803314.7198;6276388.572
MALMON;798757.8594;6277245.304
MALMON;797747.5261;6277289.858
MALMON;791187.1588;6298375.873
MALMON;797650.7059;6290472.37
MALMON;797046.1718;6291191.777
MALMON;791310.5086;6298395.868
MALMON;791451.9068;6298098.9
MALMON;813556.7949;6280263.149
MALMON;781856.732;6288606.66
MALMON;778086.2458;6277420.422
MALMON;773062.0002;6272626.685
MALMON;781164.9606;6284220.3
MALMON;718092.0558;6243917.904
MALMON;778925.6504;6276185.945
MALMON;750502.8827;6252784.253
MALMON;684769.088;6179936.917
MALMON;693046.4329;6232997.531
MALMON;696368.0069;6176282.22
MALMON;740173.4193;6313848.99
MALMON;741177.0262;6312666.443
MALMON;772058.7548;6280939.63
MALMON;784958.9106;6299390.302
MALMON;685784.7449;6211857.641
MALMON;772030.9081;6283974.228
MALMON;689816.6671;6195002.148
MALMON;630307.7443;6197615.503
MALMON;766981.8695;6269041.26
MALMON;786904.5715;6282993.803
MALMON;769753.7146;6282560.931
MALMON;769839.9184;6282605.555
MALMON;779946.8263;6286414.448
MALMON;777649.9561;6284840.58
MALMON;767065.4639;6268984.005
MALMON;815560.5284;6317158.661
MALMON;815108.807;6316474.921
MALMON;811657.1684;6316325.868
MALMON;662639.2279;6205269.329
MALMON;758070.571;6269378.41
MALMON;721737.4258;6241241.541
MALMON;672495.7246;6180666.715
MALMON;650929.2565;6168066.623
MALMON;652878.0247;6170283.709
MALMON;668503.862;6164796.485
MALMON;673835.1776;6177722.157
MALMON;673673.1577;6179437.98
MALMON;668685.3654;6175570.807
MALMON;674819.9568;6177458.66
MALMON;654369.7386;6169086.063
MALMON;661931.6687;6171537.304
MALMON;656321.6074;6171492.822
MALMON;653469.5642;6169809.909
MALMON;651814.3859;6171293.609
MALMON;657102.3805;6171281.941
MALMON;654940.0153;6169613.22
MALMON;668651.7584;6174943.061
MALMON;682903.715;6165609.339
MALMON;654591.3439;6168418.764
MALMON;649597.9359;6172100.228
MALMON;675067.845;6177829.549
MALMON;673711.9645;6179425.084
MALMON;680020.3555;6175700.779
MALMON;698993.8525;6228231.056
MALMON;649580.1665;6172078.209
MALMON;661344.2772;6173017.321
MALMON;663492.1454;6172006.724
MALMON;806760.9688;6380331.036
MALMON;651871.7957;6245258.948
MALMON;651957.4865;6244819.214
MALMON;651838.1183;6244963.941
MALMON;678198.9187;6238468.57
MALMON;677422.8418;6234374.463
MALMON;694040.2751;6203001.197
MALMON;683720.5716;6237046.281
MALMON;683554.0863;6237175.93
MALMON;683516.6529;6237214.007
MALMON;702473.0943;6224470.283
MALMON;684596.8499;6227330.503
MALMON;721846.0386;6255646.749
MALMON;821733.1037;6302552.181
MALMON;733138.8694;6267544.02
MALMON;716821.5009;6241975.315
MALMON;709012.6617;6241409.545
MALMON;773852.2621;6273950.843
MALMON;719812.5304;6235810.995
MALMON;710014.7748;6241714.715
MALMON;749454.5001;6266345.08
MALMON;748931.3446;6265536.705
MALMON;809483.4102;6331933.995
MALMON;751925.4494;6282491.098
MALMON;688797.7902;6189740.333
MALMON;700814.5552;6174530.705
MALMON;702356.9666;6189136.787
MALMON;700180.6043;6171583.034
MALMON;747850.8034;6278065.258
MALMON;702487.4224;6183446.59
MALMON;691309.8689;6161927.087
MALMON;684600.0002;6158116
MALMON;684600.0002;6158116
MALMON;695065.5153;6209331.011
MALMON;742923.3066;6270881.761
MALMON;681718.0826;6171675.196
MALMON;700732.1473;6176704.255
MALMON;735409.7288;6298032.194
MALMON;772228.9535;6274203.877
MALMON;793324.8235;6290444.057
MALMON;764629.5876;6273060.362
MALMON;667500.0563;6236513.125
MALMON;730632.3154;6251231.929
MALMON;679506.7659;6190626.93
MALMON;676431.292;6184884.142
MALMON;756963.297;6293849.757
MALMON;793617.398;6349128.863
MALMON;795569.5745;6321707.063
MALMON;787365.7412;6329708.168
MALMON;793549.7446;6308104.535
MALMON;788405.2394;6305014.077
MALMON;797291.2928;6320385.983
MALMON;799659.6874;6315700.022
MALMON;796801.412;6320429.515
MALMON;798457.5328;6316941.696
MALMON;792507.3878;6286571.937
MALMON;702791.2454;6246686.124
MALMON;706856.7328;6259928.205
MALMON;806154.0017;6374919.015
MALMON;817884.002;6361363.963
MALMON;805324.0159;6377574.026
MALMON;742039.4554;6252759.001
MALMON;749428.2825;6263160.05
MALMON;830073.6906;6313419.7
MALMON;697809.0252;6169959.911
MALMON;702314.2971;6209437.618
MALMON;683360.1125;6153027.052
MALMON;683800.9974;6153780.158
MALMON;700475.4675;6174033.709
MALMON;677606.2514;6185064.394
MALMON;666844.6424;6178761.974
MALMON;707202.0031;6157177.986
MALMON;749501.9213;6261910.354
MALMON;748199.8005;6267758.562
MALMON;778382.9324;6285748.689
MALMON;769376.4302;6291379.469
MALMON;712945.0086;6241538.932
MALMON;707354.3657;6157343.748
MALMON;728445.4937;6286420.223
MALMON;746207.8152;6265100.571
MALMON;768727.6919;6273834.062
MALMON;764894.7656;6273116.543
MALMON;764770.4491;6273059.969
MALMON;764626.6743;6272954.801
MALMON;764414.4127;6272931.913
MALMON;813895.0246;6304105.069
MALMON;755424.2308;6263231.377
MALMON;755424.2308;6263231.377
MALMON;758446.2337;6262195.842
MALMON;756951.2194;6261299.478
MALMON;787978.5135;6326738.158
MALMON;688982.3602;6191210.318
MALMON;685801.554;6176891.822
MALMON;696677.5294;6236467.21
MALMON;696439.9788;6215565.581
MALMON;695408.0214;6216366.787
MALMON;694942.1074;6217056.497
MALMON;697342.214;6210116.807
MALMON;697789.7755;6236900.297
MALMON;696207.5873;6214264.804
MALMON;695985.23;6216121.788
MALMON;696214.627;6224838.484
MALMON;695374.8751;6215632.971
MALMON;696900.1666;6236244.756
MALMON;697179.9484;6236522.555
MALMON;697254.6904;6236411.352
MALMON;684486.9894;6178885.718
MALMON;688625.3406;6193490.718
MALMON;688883.2597;6193089.92
MALMON;697511.691;6207203.452
MALMON;696117.0709;6212963.936
MALMON;696969.454;6214175.449
MALMON;684626.0549;6175270.632
MALMON;686681.9703;6184085.88
MALMON;686750.4271;6183896.671
MALMON;694822.2237;6200766.669
MALMON;681782.1293;6170830.234
MALMON;681741.5414;6171576.668
MALMON;681853.5413;6171160.119
MALMON;681770.0808;6171866.491
MALMON;681729.359;6171531.147
MALMON;681707.0999;6171634.897
MALMON;681725.7481;6171649.922
MALMON;681723.3828;6171525.1
MALMON;681748.4944;6171542.869
MALMON;681707.7956;6171656.582
MALMON;681712.9835;6171634.838
MALMON;680296.1624;6174244.408
MALMON;759351.8439;6299239.351
MALMON;744943.8326;6287912.002
MALMON;744950.4588;6277301.823
MALMON;744505.318;6285781.568
MALMON;743460.3178;6285441.44
MALMON;752786.8874;6323019.255
MALMON;755080.4665;6288215.406
MALMON;742245.8572;6311728.315
MALMON;751720.7736;6326211.766
MALMON;749972.1771;6331626.171
MALMON;754194.6091;6324439.062
MALMON;757108;6318780
MALMON;748109.2267;6317698.457
MALMON;748110.2999;6317640.541
MALMON;752937.4447;6323224.302
MALMON;754199.0948;6324790.388
MALMON;754272.3092;6326235.192
MALMON;754077.9513;6327275.397
MALMON;754063.3464;6327259.459
MALMON;760114.6318;6320321.483
MALMON;769028.4289;6298105.151
MALMON;756258.725;6321156.89
MALMON;764324.6634;6290330.213
MALMON;745142.3267;6307605.097
MALMON;754867.9189;6325206.193
MALMON;755231.6333;6318564.217
MALMON;760384.6169;6319573.24
MALMON;756239.2684;6315263.088
MALMON;750998.0097;6321830.084
MALMON;745636.1947;6306400.426
MALMON;741604.7329;6312094.417
MALMON;754508.3051;6324265.358
MALMON;697038.3725;6204027.442
MALMON;754359.6218;6323813.393
MALMON;764758.438;6318026.765
MALMON;754037.8077;6323212.151
MALMON;747715;6315635
MALMON;745915.9376;6319276.079
MALMON;754430.9141;6323739.779
MALMON;755204.961;6318696.388
MALMON;754509.3559;6324087.809
MALMON;753559.2901;6326797.471
MALMON;757719.5334;6320600.902
MALMON;778158.61;6322572.698
MALMON;737041.2246;6319906.222
MALMON;755272.4263;6328292.511
MALMON;754342.234;6324970.333
MALMON;755341.7303;6321374.785
MALMON;760679.4038;6316662.663
MALMON;755122.264;6318545.855
MALMON;756150.8779;6315323.698
MALMON;761049.163;6320040.585
MALMON;752897.8393;6323849.326
MALMON;754210.6244;6322967.29
MALMON;746639.7461;6313020.111
MALMON;742528.0495;6267405.304
MALMON;738382.1029;6261960.448
MALMON;739019.7173;6258550.894
MALMON;744987.8157;6257807.04
MALMON;740404.4546;6253995.049
MALMON;706981.9939;6152443.034
MALMON;744998.4383;6254812.662
MALMON;741968.9919;6268470.6
MALMON;701580.6391;6225712.132
MALMON;793232.1879;6290443.7
MALMON;696392.5379;6220661.972
MALMON;696935.5681;6220216.696
MALMON;697078.2122;6221438.894
MALMON;729995.1206;6243765.41
MALMON;696646.0822;6220749.997
MALMON;698733.9003;6226165.151
MALMON;696453.2071;6220367.124
MALMON;698616.5804;6227207.904
MALMON;691662.2961;6239906.184
MALMON;707720.159;6231520.791
MALMON;691662.2961;6239906.184
MALMON;697191.0693;6221991.079
MALMON;697173.3307;6246139.735
MALMON;697296.7735;6222232.128
MALMON;738775.4165;6247546.378
MALMON;693122.104;6241899.266
MALMON;697173.3307;6246139.735
MALMON;803362.7256;6312002.516
MALMON;774933.1736;6285007.326
MALMON;801756.8022;6313427.945
MALMON;831905.9747;6377014.956
MALMON;833423.9641;6378372.02
MALMON;677714.909;6169273.27
MALMON;798056.6041;6295697.827
MALMON;797555.035;6295623.429
MALMON;820933.5018;6296911.527
MALMON;820271.0503;6296357.007
MALMON;797842.595;6295652.964
MALMON;798101.8643;6295766.767
MALMON;708395.7669;6224170.157
MALMON;708379.0658;6224449.596
MALMON;818123.3192;6312143.508
MALMON;680716.8952;6180965.62
MALMON;720218.6636;6278881.223
MALMON;807552.6913;6327980.451
MALMON;763058.2531;6274704.539
MALMON;764765.1308;6273062.625
MALMON;701773.0928;6230879.138
MALMON;766494.4732;6271562.2
MALMON;807848.5909;6327785.461
MALMON;797455.9842;6295604.905
MALMON;764879.4323;6273118.694
MALMON;761718.8287;6270603.815
MALMON;761314.9225;6270549.795
MALMON;734279.2434;6253714.782
MALMON;763516.3218;6272146.429
MALMON;697833.586;6227818.633
MALMON;728747.3156;6286879.787
MALMON;714753.7677;6264040.038
MALMON;763588.4331;6297184.655
MALMON;763542.2618;6297130.85
MALMON;637704.7281;6218694.629
MALMON;638013.0187;6218707.22
MALMON;816281.4539;6296539.555
MALMON;790140.9653;6298365.105
MALMON;822811.2282;6318847.454
MALMON;687974.0677;6167526.498
MALMON;764064.2629;6297516.163
MALMON;732337.0751;6249225.339
MALMON;732573.4441;6249651.177
MALMON;760713.8931;6282341.921
MALMON;802599.3696;6311751.187
MALMON;800016.8577;6293484.368
MALMON;800001.2347;6293504.128
MALMON;761170.9824;6282824.204
MALMON;770124.2968;6298155.787
MALMON;815242.894;6282023.156
MALMON;688563.4806;6158814.501
MALMON;684655.5754;6176646.406
MALMON;684317.0132;6177791.702
MALMON;688580.7373;6158802.234
MALMON;737495.0668;6243767.451
MALMON;679744.5116;6171046.296
MALMON;679437.0284;6240878.267
MALMON;680716.5535;6240884.298
MALMON;800589.953;6289092.034
MALMON;680726.7229;6241024.339
MALMON;687067.9531;6167620.564
MALMON;688615.3102;6170528.573
MALMON;686311.6193;6169374.01
MALMON;685298.0753;6191453.412
MALMON;685485.8726;6194879.313
MALMON;798902.9816;6272112.647
MALMON;821443.5107;6302623.529
MALMON;799173.5312;6272914.959
MALMON;687450.1773;6166425.173
MALMON;679616.8447;6170926.568
MALMON;679606.9654;6170918.813
MALMON;679794.5231;6171283.058
MALMON;679790.3582;6171264.162
MALMON;679787.8599;6171253.047
MALMON;698903.4937;6242068.24
MALMON;801776.0721;6308418.346
MALMON;802181.803;6308587.122
MALMON;698389.1146;6241114.536
MALMON;680906.9543;6240440.167
MALMON;706663.0651;6232319.73
MALMON;747899.5028;6263966.85
MALMON;747853.0584;6264115.448
MALMON;660021.1157;6238588.615
MALMON;828645.803;6300381.161
MALMON;805040.6506;6283041.747
MALMON;798188.9549;6277471.576
MALMON;797785.8186;6277311.99
MALMON;660082.0171;6239102.959
MALMON;659080.1388;6237461.702
MALMON;641339.6285;6233384.622
MALMON;641532.8525;6233434.002
MALMON;641798.8956;6232992.431
MALMON;737535.2639;6243836.61
MALMON;798230.581;6277496.671
MALMON;798200.1948;6277476.195
MALMON;802276.2304;6281456.211
MALMON;756847.0486;6318199.112
MALMON;829952.1712;6301425.866
MALMON;824252.8709;6296671.422
MALMON;824158.3838;6296600.664
MALMON;823415.7781;6295927.09
MALMON;707944.7804;6232563.547
MALMON;707854.8177;6232960.328
MALMON;707448.5478;6231895.905
MALMON;706401.6382;6232626.305
MALMON;731356.7967;6243621.104
MALMON;735802.9823;6244458.13
MALMON;825860.8415;6298139.102
MALMON;640786.4412;6218166.296
MALMON;686551.1156;6224434.241
MALMON;686552.8559;6224430.755
MALMON;686556.293;6224402.885
MALMON;797331.2918;6368403.682
MALMON;702709.9613;6172886.911
MALMON;692651.7391;6196953.766
MALMON;676368.6182;6170542.7
MALMON;676093.3857;6170348.263
MALMON;699826.7885;6182200.94
MALMON;689388.6354;6162301.539
MALMON;630721.1374;6224381.402
MALMON;647053.3117;6242138.401
MALMON;784981.9005;6309181.454
MALMON;710598.8001;6241733.017
MALMON;733323.9746;6267474.842
MALMON;733287.4742;6267490.552
MALMON;774205.3;6333813.325
MALMON;774802.2924;6333623.633
MALMON;680071.5655;6190286.6
MALMON;677902.1965;6187847.616
MALMON;678370.2868;6189593.544
MALMON;694773.4564;6194263.577
MALMON;694692.9871;6194157.282
MALMON;696790.0082;6179534.298
MALMON;690722.7463;6161287.785
MALMON;691157.4031;6169586.397
MALMON;676351.307;6187180.586
MALMON;677371.9263;6187495.687
MALMON;677312.3759;6189058.926
MALMON;690930.344;6169605.357
MALMON;691340.6881;6189794.356
MALMON;691079.4339;6169629.298
MALMON;697818.693;6189367.371
MALMON;697895.9971;6189332.329
MALMON;692780.3434;6184800.489
MALMON;684953.6581;6174980.678
MALMON;687830.143;6159318.671
MALMON;690367.7296;6159956.861
MALMON;697729.0877;6189397.166
MALMON;697774.7366;6189288.599
MALMON;698057.6509;6189309.518
MALMON;691006.0724;6169561.348
MALMON;688044.4604;6159704.934
MALMON;690656.4994;6161245.684
MALMON;691265.6568;6161722.681
MALMON;687937.4499;6177432.542
MALMON;701621.1886;6185545.107
MALMON;667402.336;6173920.262
MALMON;690122.1192;6177402.178
MALMON;690889.4483;6169578.917
MALMON;694801.5984;6170843.24
MALMON;678290.406;6230383.508
MALMON;703991.9846;6220425.321
MALMON;693938.5487;6240141.402
MALMON;659451.3857;6236141.582
MALMON;688965.4187;6237054.95
MALMON;713536.1669;6290431.233
MALMON;713404.5907;6290517.193
MALMON;713404.5206;6290512.192
MALMON;714584.1631;6285687.806
MALMON;741200.4977;6270697.981
MALMON;714677.111;6289530.144
MALMON;714225.566;6289269.068
MALMON;706524.5662;6286837.254
MALMON;749194.415;6278956.574
MALMON;746291.3339;6277365.275
MALMON;714074.3023;6287632.292
MALMON;713919.9944;6287388.681
MALMON;745198.0519;6275462.092
MALMON;714503.6411;6287004.014
MALMON;714608.8496;6286988.473
MALMON;713816.2847;6252701.963
MALMON;743456.0771;6273244.198
MALMON;713202.7801;6290694.36
MALMON;714129.8463;6279198.577
MALMON;732882.1429;6286719.087
MALMON;747993.3168;6278188.203
MALMON;733195.1608;6280123.777
MALMON;714275.3007;6287475.707
MALMON;714346.3473;6287585.001
MALMON;744570.8864;6274543.4
MALMON;746832.0816;6289607.803
MALMON;726895.7368;6283445.587
MALMON;708825.4518;6276448.084
MALMON;741068.2596;6271003.785
MALMON;746161.0495;6277296.422
MALMON;719532.9298;6282788.504
MALMON;719552.7882;6282760.781
MALMON;715082.0503;6252850.215
MALMON;715183.4849;6252749.634
MALMON;715143.8996;6252790.002
MALMON;715521.7787;6252584.373
MALMON;717394.8974;6284859.565
MALMON;715362.8365;6255053.03
MALMON;714316.0989;6254412.672
MALMON;714761.8555;6254566.081
MALMON;715197.4652;6254682.371
MALMON;714323.5155;6254395.015
MALMON;727430.8782;6283216.257
MALMON;727600.9209;6283197.32
MALMON;742450.8496;6271032.613
MALMON;727388.6832;6284846.458
MALMON;727375.887;6284838.957
MALMON;724898.6957;6282236.738
MALMON;724931.2112;6282239.977
MALMON;727009.9244;6283503.417
MALMON;727037.4406;6283522.983
MALMON;723326.486;6281056.612
MALMON;723197.8968;6281185.953
MALMON;710891.368;6284612.742
MALMON;724371.0759;6281937.182
MALMON;724785.0171;6282576.933
MALMON;708973.0974;6284903.706
MALMON;708945.6798;6284893.887
MALMON;708925.871;6284923.977
MALMON;708953.1725;6284901.455
MALMON;713708.7963;6289288.605
MALMON;713716.3755;6289288.399
MALMON;713716.6066;6289293.401
MALMON;713726.5342;6289288.421
MALMON;709871.8498;6285025.284
MALMON;709862.0069;6285025.38
MALMON;709699.2405;6284996.79
MALMON;709831.9132;6285025.667
MALMON;704255.0649;6276330.59
MALMON;740798.7283;6269944.819
MALMON;726914.0754;6283727.509
MALMON;753949.5403;6286744.784
MALMON;754312.8919;6286663.629
MALMON;754824.869;6286147.775
MALMON;754327.4682;6286656.974
MALMON;710075.9254;6285255.876
MALMON;710097.4887;6285190.563
MALMON;754301.5704;6286666.978
MALMON;741412.7539;6305652.595
MALMON;765590.4795;6293310.383
MALMON;754290.249;6286670.327
MALMON;710074.852;6285118.4
MALMON;714460.3862;6285948.913
MALMON;714460.3963;6285944.468
MALMON;741430.2241;6305637.373
MALMON;710083.3342;6285213.323
MALMON;754404.8764;6286584.839
MALMON;673893.7399;6186637.203
MALMON;714250.4695;6285669.491
MALMON;714545.1882;6253951.218
MALMON;703149.1033;6243519.637
MALMON;703854.6454;6232901.095
MALMON;704888.7785;6232484.896
MALMON;745199.6474;6270168.297
MALMON;721120.257;6281580.941
MALMON;741026.2764;6270326.848
MALMON;745658.7145;6270320.502
MALMON;681393.5072;6207294.309
MALMON;741129.2218;6270264.045
MALMON;727122.8669;6283474.112
MALMON;749016.9195;6278796.94
MALMON;763500.9289;6285685.553
MALMON;761590.4999;6286608.707
MALMON;741496.2459;6305613.357
MALMON;704124.452;6243387.903
MALMON;758513.8197;6285379.945
MALMON;739158.1434;6305042.33
MALMON;754487.4529;6287313.612
