species;xcoord;ycoord
PODMUR;814711.7942;6322834.64
PODMUR;814713.0459;6322843.795
PODMUR;814715.1461;6322828.545
PODMUR;814713.0459;6322843.795
PODMUR;814722.5484;6322847.55
PODMUR;814713.0459;6322843.795
PODMUR;814713.0459;6322843.795
PODMUR;814713.0459;6322843.795
PODMUR;814713.0459;6322843.795
PODMUR;814713.0459;6322843.795
PODMUR;814713.0459;6322843.795
PODMUR;643385.3777;6236842.814
PODMUR;641539.3941;6238377.081
PODMUR;665800.1978;6234582.713
PODMUR;669847.3098;6236984.703
PODMUR;630918.1208;6238742.943
PODMUR;660491.3369;6233736.933
PODMUR;638610.7257;6237178.15
PODMUR;633069.1075;6237817.808
PODMUR;770791.7928;6287744.989
PODMUR;729096.5629;6283935.271
PODMUR;769882.2985;6286403.902
PODMUR;793626.0936;6349120.451
PODMUR;803043.0222;6371436.047
PODMUR;803043.0222;6371436.047
PODMUR;803043.0222;6371436.047
PODMUR;803043.0222;6371436.047
PODMUR;803043.0222;6371436.047
PODMUR;803043.0222;6371436.047
PODMUR;806976.0061;6376668.04
PODMUR;803043.0222;6371436.047
PODMUR;803043.0222;6371436.047
PODMUR;803043.0222;6371436.047
PODMUR;792106.8011;6293813.989
PODMUR;795165.4907;6322425.901
PODMUR;806575.8094;6292093.745
PODMUR;795166.7765;6322422.843
PODMUR;825492.7173;6299731.805
PODMUR;797740.2222;6277458.694
PODMUR;795166.7765;6322422.843
PODMUR;824120.3206;6354269.014
PODMUR;824120.3206;6354269.014
PODMUR;824120.3206;6354269.014
PODMUR;802014.1763;6280526.879
PODMUR;833777.3567;6343049.924
PODMUR;808036.7638;6279469.152
PODMUR;808823.2225;6284046.218
PODMUR;807973.4565;6279665.095
PODMUR;807985.2177;6279937.824
PODMUR;808063.7451;6279487.621
PODMUR;734167.1347;6262757.972
PODMUR;643278.0938;6209813.085
PODMUR;839621.0193;6394329.965
PODMUR;818247.8703;6312445.902
PODMUR;771026.1171;6280523.472
PODMUR;771475.4276;6268513.192
PODMUR;770599.8175;6277689.835
PODMUR;771475.4276;6268513.192
PODMUR;769784.3;6282583.717
PODMUR;777912.8867;6330666.257
PODMUR;772424.746;6280563.548
PODMUR;767641.6529;6282321.546
PODMUR;769771.1714;6279582.437
PODMUR;782195.5888;6316268.984
PODMUR;787511.8112;6303985.005
PODMUR;770210.0015;6283759.649
PODMUR;775645.3153;6284673.41
PODMUR;770123.1479;6279475.632
PODMUR;769063.8111;6282244.169
PODMUR;769856.1999;6282114.11
PODMUR;770409.8038;6283600.25
PODMUR;769448.9173;6280124.4
PODMUR;769393.4921;6280007.757
PODMUR;764660.949;6261066.34
PODMUR;775645.3153;6284673.41
PODMUR;785689.6404;6304649.155
PODMUR;793276.981;6369044.05
PODMUR;763702.595;6297065.227
PODMUR;771273.2554;6284435.665
PODMUR;771265.6188;6284421.776
PODMUR;771273.2554;6284435.665
PODMUR;751863;6321541
PODMUR;752073.1959;6321442.626
PODMUR;752062.8118;6321449.402
PODMUR;715140.6892;6289601.793
PODMUR;810570.9632;6386924.011
PODMUR;810570.9632;6386924.011
PODMUR;810570.9632;6386924.011
PODMUR;810570.9632;6386924.011
PODMUR;810570.9632;6386924.011
PODMUR;810570.9632;6386924.011
PODMUR;810570.9632;6386924.011
PODMUR;810570.9632;6386924.011
PODMUR;810570.9632;6386924.011
PODMUR;810570.9632;6386924.011
PODMUR;810570.9632;6386924.011
PODMUR;810570.9632;6386924.011
PODMUR;810570.9632;6386924.011
PODMUR;810570.9632;6386924.011
PODMUR;810570.9632;6386924.011
PODMUR;810570.9632;6386924.011
PODMUR;810570.9632;6386924.011
PODMUR;810570.9632;6386924.011
PODMUR;810570.9632;6386924.011
PODMUR;810570.9632;6386924.011
PODMUR;633769.0258;6198838.7
PODMUR;795278.4255;6285729.492
PODMUR;836083.8704;6325174.125
PODMUR;769324.4321;6296283.269
PODMUR;815359.5293;6304368.927
PODMUR;815359.5293;6304368.927
PODMUR;815359.5293;6304368.927
PODMUR;815359.5293;6304368.927
PODMUR;815359.5293;6304368.927
PODMUR;811297.188;6302423.118
PODMUR;815359.5293;6304368.927
PODMUR;815359.5293;6304368.927
PODMUR;815359.5293;6304368.927
PODMUR;815359.5293;6304368.927
PODMUR;815359.5293;6304368.927
PODMUR;815359.5293;6304368.927
PODMUR;815359.5293;6304368.927
PODMUR;815359.5293;6304368.927
PODMUR;815359.5293;6304368.927
PODMUR;815359.5293;6304368.927
PODMUR;815359.5293;6304368.927
PODMUR;815359.5293;6304368.927
PODMUR;815359.5293;6304368.927
PODMUR;815359.5293;6304368.927
PODMUR;815359.5293;6304368.927
PODMUR;815359.5293;6304368.927
PODMUR;815359.5293;6304368.927
PODMUR;815359.5293;6304368.927
PODMUR;815359.5293;6304368.927
PODMUR;814102.2041;6305450.647
PODMUR;815359.5293;6304368.927
PODMUR;815359.5293;6304368.927
PODMUR;815359.5293;6304368.927
PODMUR;815359.5293;6304368.927
PODMUR;815359.5293;6304368.927
PODMUR;815359.5293;6304368.927
PODMUR;815359.5293;6304368.927
PODMUR;815359.5293;6304368.927
PODMUR;815359.5293;6304368.927
PODMUR;815359.5293;6304368.927
PODMUR;815359.5293;6304368.927
PODMUR;815359.5293;6304368.927
PODMUR;815359.5293;6304368.927
PODMUR;815359.5293;6304368.927
PODMUR;815359.5293;6304368.927
PODMUR;815359.5293;6304368.927
PODMUR;815359.5293;6304368.927
PODMUR;815359.5293;6304368.927
PODMUR;815359.5293;6304368.927
PODMUR;836676.0262;6389121.007
PODMUR;836825.9626;6389374.048
PODMUR;836955.9744;6389491.994
PODMUR;836807.9866;6389240.993
PODMUR;836853.0321;6389675.96
PODMUR;837082.035;6389470.974
PODMUR;838004.016;6390037.97
PODMUR;814291.9979;6287408.151
PODMUR;814059.0334;6287409.86
PODMUR;815280.7351;6286990.85
PODMUR;842950.857;6320882.56
PODMUR;842950.857;6320882.56
PODMUR;765708.6965;6289000.245
PODMUR;683715.8911;6177875.49
PODMUR;770402.4065;6279874.132
PODMUR;752929.5478;6323280.971
PODMUR;748726.584;6286139.339
PODMUR;754980.4065;6328016.593
PODMUR;791474.0746;6354810.907
PODMUR;754068.4464;6325882.865
PODMUR;757689.1332;6319218.093
PODMUR;755283.5794;6315823.608
PODMUR;786878.5222;6309804.49
PODMUR;789624.9116;6327056.439
PODMUR;767768.4942;6282109.693
PODMUR;753928.0796;6325493.131
PODMUR;757297.0802;6318936.091
PODMUR;757675.2644;6319220.113
PODMUR;753187;6329519
PODMUR;759264.6633;6320991.656
PODMUR;741402.6923;6313097.967
PODMUR;754393.2778;6326260.805
PODMUR;751862.9051;6327381.621
PODMUR;751356.681;6327572.045
PODMUR;753467.5081;6327627.523
PODMUR;752908.2199;6331137.651
PODMUR;756832.7708;6315969.802
PODMUR;764755.097;6318040.601
PODMUR;745247.9338;6306446.325
PODMUR;756504.7545;6313966.219
PODMUR;754541;6321487
PODMUR;753510.8126;6326273.636
PODMUR;751697.4592;6333279.317
PODMUR;758730.4507;6320744.571
PODMUR;752302.6417;6330934.446
PODMUR;745867.1622;6310172.41
PODMUR;754510.1964;6323627.077
PODMUR;754145.3768;6322239.486
PODMUR;755213.0441;6326467.906
PODMUR;741571.9843;6268397.09
PODMUR;809032.7191;6282971.052
PODMUR;664797.5155;6182227.315
PODMUR;799034.6962;6299559.176
PODMUR;755024.7919;6265159.406
PODMUR;712474.0214;6278821.138
PODMUR;767554.1248;6280764.653
PODMUR;712474.0214;6278821.138
PODMUR;712474.0214;6278821.138
PODMUR;721341.7515;6247118.19
PODMUR;736563.6305;6246571.83
PODMUR;628887.1755;6240058.469
PODMUR;736563.6305;6246571.83
PODMUR;775602.234;6284859.63
PODMUR;775780.1824;6285027.348
PODMUR;774550.7392;6284590.497
PODMUR;797342.4518;6295353.431
PODMUR;790308.3739;6297105.699
PODMUR;761909.6881;6293915.391
PODMUR;722977.1745;6293527.655
PODMUR;832478.2293;6371363.127
PODMUR;723491.5986;6293251.707
PODMUR;723434.713;6293251.497
PODMUR;827310.5338;6311309.853
PODMUR;723126.5131;6293494.857
PODMUR;723248.2166;6293484.187
PODMUR;832025.94;6371321.06
PODMUR;820261.0354;6296545.77
PODMUR;819931.6562;6296539.55
PODMUR;781509.2117;6330613.797
PODMUR;781720.432;6330523.065
PODMUR;781248.752;6350652.322
PODMUR;781320.713;6350669.286
PODMUR;790286.7897;6297094.279
PODMUR;804742.7001;6283046.179
PODMUR;763119.7871;6291334.584
PODMUR;781082.5013;6290440.582
PODMUR;762852.5364;6274659.05
PODMUR;762845.9561;6274744.57
PODMUR;762873.8183;6274762.961
PODMUR;763021.0503;6274960.923
PODMUR;804635.8628;6283127.121
PODMUR;762101.0687;6270980.766
PODMUR;780886.9785;6290052.441
PODMUR;650396.8809;6234560.239
PODMUR;804742.522;6283017.721
PODMUR;758238.1083;6272601.898
PODMUR;804707.4837;6283067.053
PODMUR;681934.9974;6265808.375
PODMUR;757240.2768;6267885.58
PODMUR;650362.1867;6234595.75
PODMUR;837847.0956;6363038.385
PODMUR;759605.5811;6302305.88
PODMUR;837860.3265;6363344.251
PODMUR;837910.9609;6363362.028
PODMUR;837154.0704;6363119.914
PODMUR;837519.3756;6363441.241
PODMUR;837376.8219;6363580.358
PODMUR;762877.1706;6266349.752
PODMUR;833870.5923;6349051.389
PODMUR;833875.7647;6348995.937
PODMUR;833609.6182;6348885.837
PODMUR;833562.8735;6347848.061
PODMUR;833590.0491;6348149.783
PODMUR;732611.8841;6284144.439
PODMUR;759768.5078;6302094.042
PODMUR;814024.4551;6324703.232
PODMUR;837852.1996;6363132.948
PODMUR;837595.9801;6363365.133
PODMUR;837676.498;6363292.445
PODMUR;837893.6507;6363060.518
PODMUR;837846.6033;6363533.962
PODMUR;837857.9175;6363454.205
PODMUR;756592.8264;6294084.611
PODMUR;833645.3396;6348519.885
PODMUR;833554.7229;6347742.321
PODMUR;763095.4213;6296712.984
PODMUR;837862.7783;6362977.614
PODMUR;814686.1128;6295571.391
PODMUR;816227.639;6296530.791
PODMUR;837721.5177;6363566.781
PODMUR;837547.2942;6363404.071
PODMUR;837769.7545;6363621.174
PODMUR;837866.3247;6363143.258
PODMUR;808370.4937;6279961.836
PODMUR;837250.1408;6363686.489
PODMUR;837918.3827;6363314.41
PODMUR;799857.5277;6293879.76
PODMUR;800072.8523;6293408.559
PODMUR;760906.7963;6282174.825
PODMUR;812032.0143;6274697.299
PODMUR;759680.3858;6275383.395
PODMUR;834257.5013;6369843.271
PODMUR;833692.5472;6369557.889
PODMUR;833810.73;6369618.183
PODMUR;821189.2356;6302198.545
PODMUR;737414.8139;6243743.637
PODMUR;679770.3546;6171169.68
PODMUR;800796.3786;6289348.714
PODMUR;800612.3706;6289102.392
PODMUR;800573.0653;6289446.326
PODMUR;808813.6002;6283952.042
PODMUR;748198.4439;6264150.278
PODMUR;795794.6176;6273787.063
PODMUR;795764.6293;6273899.992
PODMUR;821168.9785;6304062.055
PODMUR;820127.8296;6303972.257
PODMUR;731093.6464;6243965.55
PODMUR;734258.5753;6243561.469
PODMUR;735189.5823;6244379.141
PODMUR;834669.1946;6369585.403
PODMUR;748218.4527;6263965.914
PODMUR;757584.4013;6320084.788
PODMUR;757424.5641;6318951.039
PODMUR;757312.6897;6316412.054
PODMUR;813176.7468;6282701.973
PODMUR;813292.8817;6282799.63
PODMUR;822548.7141;6295138.942
PODMUR;823069.9645;6295602.499
PODMUR;826647.4394;6298761.599
PODMUR;830009.9375;6301474.842
PODMUR;829797.7719;6301299.335
PODMUR;829976.8445;6301439.709
PODMUR;834375.6714;6372063.622
PODMUR;834320.7391;6371989.113
PODMUR;834443.9889;6371996.193
PODMUR;834382.3935;6371898.207
PODMUR;739079.073;6243414.503
PODMUR;739103.3087;6243168.97
PODMUR;739145.8811;6243245.936
PODMUR;739111.4077;6243305.756
PODMUR;738160.3391;6243458.995
PODMUR;738202.6982;6243437.014
PODMUR;736587.6244;6243978.984
PODMUR;737642.5238;6243686.051
PODMUR;737922.267;6243618.776
PODMUR;631884.1824;6241388.179
PODMUR;631008.3325;6241607.659
PODMUR;815568.8444;6283639.707
PODMUR;815504.5719;6283711.904
PODMUR;801681.987;6280846.479
PODMUR;800673.1183;6279841.205
PODMUR;798990.0477;6278068.63
PODMUR;797244.7525;6276287.766
PODMUR;796604.1407;6275634.446
PODMUR;799159.8129;6278269.122
PODMUR;811490.6874;6284198.4
PODMUR;811189.7217;6284516.597
PODMUR;812909.6809;6282966.231
PODMUR;757301.6249;6318789.915
PODMUR;801124.0288;6280284.062
PODMUR;799407.144;6278519.734
PODMUR;827184.9734;6299226.932
PODMUR;824253.546;6296678.104
PODMUR;823348.4391;6295867.985
PODMUR;823191.7435;6295721.565
PODMUR;823080.7677;6295627.162
PODMUR;833889.1874;6369524.296
PODMUR;834352.5927;6371839.791
PODMUR;821107.1581;6303210.621
PODMUR;731750.3561;6243678.624
PODMUR;734605.3255;6244313.707
PODMUR;736103.1607;6243636.067
PODMUR;795490.8327;6271019.146
PODMUR;735577.6004;6244396.846
PODMUR;821977.6441;6303979.726
PODMUR;769563.7969;6282544.74
PODMUR;838004.4967;6335120.722
PODMUR;838276.283;6335140.344
PODMUR;837971.1356;6335118.572
PODMUR;834639.3472;6371839.552
PODMUR;792831.3461;6291283.853
PODMUR;669240.1752;6150510.01
PODMUR;669185.8092;6150484.479
PODMUR;825765.2367;6315390.111
PODMUR;823193.4313;6317674.5
PODMUR;824684.9945;6315310.983
PODMUR;774545.7028;6287226.744
PODMUR;748952.4076;6317210.22
PODMUR;634919.2365;6232344.923
PODMUR;634931.831;6232381.3
PODMUR;634939.7944;6232402.832
PODMUR;634909.4883;6231731.021
PODMUR;634909.9268;6232363.434
PODMUR;634949.9854;6232374.898
PODMUR;634926.0777;6232365.317
PODMUR;634922.3753;6232344.482
PODMUR;634922.481;6232354.917
PODMUR;634908.4113;6232344.623
PODMUR;634926.1129;6232368.796
PODMUR;634901.9405;6232346.94
PODMUR;634914.7585;6232343.945
PODMUR;634904.8498;6232337.702
PODMUR;735101.5205;6253536.931
PODMUR;634908.4818;6232351.58
PODMUR;626171.379;6251988.337
PODMUR;627810.8857;6248836.447
PODMUR;634914.6581;6232366.298
PODMUR;634958.8709;6232369.896
PODMUR;634897.7968;6232358.441
PODMUR;634932.8635;6232372.562
PODMUR;634939.4068;6232364.568
PODMUR;634920.118;6232369.88
PODMUR;636985.8681;6234441.593
PODMUR;634939.442;6232368.047
PODMUR;634932.3896;6232361.161
PODMUR;634917.8614;6232367.652
PODMUR;634910.6327;6232343.373
PODMUR;634921.9872;6232368.224
PODMUR;634913.4889;6232342.73
PODMUR;634912.1488;6232334.558
PODMUR;634953.4059;6232367.906
PODMUR;634956.6128;6232526.057
PODMUR;634911.3987;6232365.775
PODMUR;634908.0088;6232384.811
PODMUR;634929.8858;6232396.589
PODMUR;634918.2142;6232340.431
PODMUR;795652.9786;6360680
PODMUR;708970.8205;6293499.156
PODMUR;768622.1002;6276963.453
PODMUR;754630.9225;6263033.264
PODMUR;763958.1039;6266082.973
PODMUR;781846.0255;6281924.134
PODMUR;766132.5473;6288411.865
PODMUR;760247.5829;6288114.634
PODMUR;745104.7001;6289623.761
PODMUR;679182.0616;6251034.144
PODMUR;678874.5838;6252264.62
PODMUR;770251.2784;6282145.161
PODMUR;673858.2973;6245074.786
PODMUR;744628.2406;6291074.771
PODMUR;769890.2478;6281833.685
PODMUR;778130.212;6274598.87
PODMUR;697155.9789;6275679.438
PODMUR;773239.4645;6273288.389
PODMUR;673829.7631;6245067.016
PODMUR;663099.7116;6248601.168
PODMUR;679659.0944;6250134.56
PODMUR;829522.9166;6340275.224
PODMUR;829522.9166;6340275.224
PODMUR;770643.0621;6280544.441
PODMUR;769720.1351;6290210.894
PODMUR;647674.5943;6233355.454
PODMUR;647653.0085;6233479.16
PODMUR;647430.8795;6233944.213
PODMUR;647719.7789;6233355.086
PODMUR;786248.5507;6342566.469
PODMUR;763995.1334;6299402.064
PODMUR;773655.8269;6282796.482
PODMUR;773642.5372;6282858.958
PODMUR;812911.0073;6324788.01
PODMUR;769461.6183;6282030.06
PODMUR;759026.9467;6313360.978
PODMUR;758140.1263;6266421.602
PODMUR;758171.7864;6265788.316
PODMUR;757709.3082;6267173.535
PODMUR;760793.5753;6269647.488
PODMUR;767752.7806;6273518.901
PODMUR;767429.2755;6273382.095
PODMUR;767450.5252;6273360.089
PODMUR;768684.6594;6273906.771
PODMUR;756181.6989;6264781.241
PODMUR;756181.3648;6264358.852
PODMUR;734144.2412;6286098.475
PODMUR;734129.9326;6286209.535
PODMUR;733927.2892;6286241.793
PODMUR;765262.6002;6272937.203
PODMUR;761541.1293;6269876.951
PODMUR;765128.3176;6272391.197
PODMUR;767428.0656;6273037.517
PODMUR;773980.8913;6273628.493
PODMUR;773328.575;6272730.112
PODMUR;764781.4603;6296756.498
PODMUR;770168.7297;6283730.495
PODMUR;773320.8085;6272730.579
PODMUR;773949.8398;6273611.818
PODMUR;773590.0531;6273302.883
PODMUR;773322.3136;6272184.285
PODMUR;773056.2137;6272616.615
PODMUR;773765.4878;6273483.306
PODMUR;770451.601;6296333.132
PODMUR;770466.2666;6296327.602
PODMUR;768986.5118;6310948.927
PODMUR;768980.3229;6310940.875
PODMUR;768985.8984;6310943.513
PODMUR;772678.1383;6278302.262
PODMUR;650146.1025;6229967.282
PODMUR;786597.2013;6281224.99
PODMUR;808384.1669;6305983.375
PODMUR;808384.1669;6305983.375
PODMUR;808384.1669;6305983.375
PODMUR;808384.1669;6305983.375
PODMUR;808384.1669;6305983.375
PODMUR;768569.2731;6274700.594
PODMUR;752163.4086;6284925.241
PODMUR;794023.933;6289788.551
PODMUR;731182.8379;6242823.187
PODMUR;731143.2594;6242778.528
PODMUR;805226.3678;6322252.508
PODMUR;755298.4996;6319449.83
PODMUR;793509.1824;6330336.455
PODMUR;772293.5169;6285383.793
PODMUR;767712.4351;6281054.078
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806250.5239;6296472.185
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806209.5149;6297995.724
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806179.2708;6296325.316
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806326.8463;6296433.488
PODMUR;806279.2871;6296475.452
PODMUR;806212.6633;6296461.748
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806124.6581;6295962.118
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806334.1054;6295954.15
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806226.3737;6296440.27
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806251.8631;6296501.641
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806702.6667;6296538.802
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;806279.2871;6296475.452
PODMUR;729309.6361;6268015.133
PODMUR;654889.448;6234664.471
PODMUR;663143.0376;6234084.002
PODMUR;736563.6305;6246571.83
PODMUR;633069.1075;6237817.808
PODMUR;657994.2035;6232951.473
PODMUR;721341.7515;6247118.19
PODMUR;738775.4165;6247546.378
PODMUR;673363.8865;6239686.401
PODMUR;649533.3475;6245919.401
PODMUR;771706.5136;6268487.882
PODMUR;805086.0239;6379219.987
PODMUR;805736.9842;6377636.962
PODMUR;800509.0233;6376017.025
PODMUR;807009.9936;6376479.969
PODMUR;793972.9902;6380729.983
PODMUR;736567.669;6243739.66
PODMUR;772066.8682;6309151.505
PODMUR;815187.0559;6303857.195
PODMUR;799699.9062;6282356.829
PODMUR;807947.6694;6320999.858
PODMUR;825535.664;6299741.06
PODMUR;802621.7935;6317310.905
PODMUR;825575.7416;6299703.219
PODMUR;804770.2577;6290566.666
PODMUR;819172.6008;6295821.932
PODMUR;790728.224;6268080.041
PODMUR;813669.8804;6306641.022
PODMUR;813320.7034;6306787.775
PODMUR;827986.2715;6305040.368
PODMUR;825621.1361;6299819.116
PODMUR;810630.0797;6294137.446
PODMUR;827616.8959;6294597.042
PODMUR;827496.6856;6305048.415
PODMUR;803883.7174;6320464
PODMUR;797419.0838;6346356.982
PODMUR;825534.9723;6299859.355
PODMUR;803900.5461;6320504.616
PODMUR;782331.5598;6314483.322
PODMUR;826693.6134;6328090.821
PODMUR;799716.7365;6319090.287
PODMUR;825584.6279;6299779.197
PODMUR;802127;6339744
PODMUR;825547.1374;6299720.437
PODMUR;802573.4221;6317396.596
PODMUR;748022.7147;6264666.172
PODMUR;810091.0878;6301924.008
PODMUR;806011.017;6300166.556
PODMUR;806011.017;6300166.556
PODMUR;808799.8007;6283966.323
PODMUR;811420.081;6284291.287
PODMUR;807993.9335;6279970.169
PODMUR;807994.0399;6279956.157
PODMUR;809050.2303;6279848.984
PODMUR;807883.357;6279887.602
PODMUR;757749.3818;6320593.798
PODMUR;757665.0458;6320516.732
PODMUR;757661.2153;6320521.568
PODMUR;757360.8376;6320321.457
PODMUR;759104.6746;6320370.818
PODMUR;757671.2991;6320496.833
PODMUR;800500.1502;6324226.804
PODMUR;812447.4222;6316136.317
PODMUR;806675.6346;6352562.749
PODMUR;800512.9629;6324222.974
PODMUR;800526.5093;6324236.909
PODMUR;813285.9588;6348841.708
PODMUR;800514.5685;6324225.436
PODMUR;800747.454;6336155.759
PODMUR;834330.8471;6341791.337
PODMUR;800515.7606;6324219.705
PODMUR;811893.7542;6347964.628
PODMUR;808522.3989;6305671.415
PODMUR;800542.8585;6324234.647
PODMUR;800508.0297;6324222.086
PODMUR;805671.8097;6351080.211
PODMUR;767488.6505;6319061.981
PODMUR;799552.8984;6294168.961
PODMUR;823058.6375;6320617.084
PODMUR;791188.3317;6341302.013
PODMUR;791095.0817;6341611.785
PODMUR;772637.3414;6280075.487
PODMUR;741541.291;6268392.523
PODMUR;749624.8916;6303814.093
PODMUR;749568.4112;6303887.218
PODMUR;820962.092;6293219.556
PODMUR;758348.3793;6266185.946
PODMUR;766409.7886;6275159.951
PODMUR;766128.1212;6273293.53
PODMUR;776572.1205;6318811.883
PODMUR;782092.9919;6333921.787
PODMUR;825349.4269;6316348.491
PODMUR;782596.597;6279946.978
PODMUR;757481.9012;6257500.789
PODMUR;812386.3;6297607.926
PODMUR;812753.8925;6296728.696
PODMUR;814807.7775;6295937.26
PODMUR;757415.401;6257479.001
PODMUR;757557.4966;6257539.096
PODMUR;757729.3565;6257607.038
PODMUR;757836.6505;6257609.853
PODMUR;778412.47;6284227.177
PODMUR;830324.7617;6306686.131
PODMUR;830324.4392;6306690.479
PODMUR;782541.4719;6280160.857
PODMUR;728510.2266;6285592.338
PODMUR;755934.0447;6261981.16
PODMUR;781105.4449;6284078.466
PODMUR;815713.7184;6296212.115
PODMUR;815671.6985;6296343.193
PODMUR;815972.9678;6296257.035
PODMUR;765569.2129;6287103.366
PODMUR;825436.0866;6316344.147
PODMUR;812937.5082;6296770.104
PODMUR;812896.6491;6296879.396
PODMUR;812911.041;6297142.9
PODMUR;812958.5443;6297875.582
PODMUR;812855.7261;6297925.446
