"point"	"massif"	"abondance"	"rs"	"ST"	"Hdom"	"essence"	"sHdom"	"sST"
"Belleme_333"	"Belleme"	18	14	35	30	"CHE"	0.207676413756915	0.978154118148235
"Belleme_334"	"Belleme"	16	16	30	30	"CHE"	0.207676413756915	0.392045320819767
"Belleme_335"	"Belleme"	17	16	30	30	"CHE"	0.207676413756915	0.392045320819767
"Belleme_336"	"Belleme"	16	14	30	30	"CHE"	0.207676413756915	0.392045320819767
"Belleme_337"	"Belleme"	19	15	32	38	"CHE"	1.14055792535707	0.626488839751154
"Belleme_338"	"Belleme"	23	15	32	38	"CHE"	1.14055792535707	0.626488839751154
"Belleme_339"	"Belleme"	30	20	32	40	"CHE"	1.37377830325711	0.626488839751154
"Belleme_34"	"Belleme"	19	17	12	37	"CHE"	1.02394773640705	-1.71794634956272
"Belleme_340"	"Belleme"	21	18	34	37	"CHE"	1.02394773640705	0.860932358682541
"Belleme_341"	"Belleme"	24	18	34	37	"CHE"	1.02394773640705	0.860932358682541
"Belleme_35"	"Belleme"	20	20	12	37	"CHE"	1.02394773640705	-1.71794634956272
"Belleme_36"	"Belleme"	21	15	36	38	"CHE"	1.14055792535707	1.09537587761393
"Belleme_368"	"Belleme"	10	10	28	19	"CHE"	-1.0750356646933	0.15760180188838
"Belleme_369"	"Belleme"	8	8	28	19	"CHE"	-1.0750356646933	0.15760180188838
"Belleme_37"	"Belleme"	15	14	36	38	"CHE"	1.14055792535707	1.09537587761393
"Belleme_370"	"Belleme"	13	13	28	26	"CHE"	-0.258764342043164	0.15760180188838
"Belleme_371"	"Belleme"	13	13	28	26	"CHE"	-0.258764342043164	0.15760180188838
"Belleme_372"	"Belleme"	17	15	28	26	"CHE"	-0.258764342043164	0.15760180188838
"Belleme_373"	"Belleme"	12	11	28	26	"CHE"	-0.258764342043164	0.15760180188838
"Belleme_374"	"Belleme"	18	18	28	26	"CHE"	-0.258764342043164	0.15760180188838
"Belleme_375"	"Belleme"	19	16	30	35	"CHE"	0.790727358507014	0.392045320819767
"Belleme_376"	"Belleme"	21	15	23	36	"CHE"	0.907337547457034	-0.428506995440088
"Belleme_377"	"Belleme"	25	17	23	36	"CHE"	0.907337547457034	-0.428506995440088
"Belleme_378"	"Belleme"	22	18	30	38	"CHE"	1.14055792535707	0.392045320819767
"Belleme_379"	"Belleme"	25	18	30	38	"CHE"	1.14055792535707	0.392045320819767
"Belleme_38"	"Belleme"	8	10	22	16	"CHE"	-1.42486623154336	-0.545728754905782
"Belleme_380"	"Belleme"	21	16	30	38	"CHE"	1.14055792535707	0.392045320819767
"Belleme_381"	"Belleme"	22	19	26	38	"CHE"	1.14055792535707	-0.0768417170430074
"Belleme_382"	"Belleme"	12	9	35	31	"CHE"	0.324286602706935	0.978154118148235
"Belleme_383"	"Belleme"	9	12	35	31	"CHE"	0.324286602706935	0.978154118148235
"Belleme_39"	"Belleme"	18	12	22	16	"CHE"	-1.42486623154336	-0.545728754905782
"Belleme_4"	"Belleme"	20	17	31	39	"CHE"	1.25716811430709	0.50926708028546
"Belleme_40"	"Belleme"	11	12	22	16	"CHE"	-1.42486623154336	-0.545728754905782
"Belleme_41"	"Belleme"	9	10	43	28	"CHE"	-0.0255439641431245	1.91592819387378
"Belleme_42"	"Belleme"	15	14	43	28	"CHE"	-0.0255439641431245	1.91592819387378
"Belleme_43"	"Belleme"	15	12	35	29	"CHE"	0.0910662248068954	0.978154118148235
"Belleme_44"	"Belleme"	14	12	33	29	"CHE"	0.0910662248068954	0.743710599216848
"Belleme_45"	"Belleme"	25	19	33	29	"CHE"	0.0910662248068954	0.743710599216848
"Belleme_46"	"Belleme"	14	13	22	30	"CHE"	0.207676413756915	-0.545728754905782
"Belleme_47"	"Belleme"	13	14	22	30	"CHE"	0.207676413756915	-0.545728754905782
"Belleme_48"	"Belleme"	13	12	22	30	"CHE"	0.207676413756915	-0.545728754905782
"Belleme_49"	"Belleme"	16	13	41	33	"PS"	0.557506980606975	1.6814846749424
"Belleme_5"	"Belleme"	29	17	31	39	"CHE"	1.25716811430709	0.50926708028546
"Belleme_50"	"Belleme"	14	12	22	30	"CHE"	0.207676413756915	-0.545728754905782
"Belleme_51"	"Belleme"	12	10	40	29	"CHE"	0.0910662248068954	1.5642629154767
"Belleme_52"	"Belleme"	13	13	40	29	"CHE"	0.0910662248068954	1.5642629154767
"Belleme_53"	"Belleme"	15	14	28	38	"CHE"	1.14055792535707	0.15760180188838
"Belleme_54"	"Belleme"	22	15	28	38	"CHE"	1.14055792535707	0.15760180188838
"Belleme_55"	"Belleme"	15	12	34	31	"CHE"	0.324286602706935	0.860932358682541
"Belleme_56"	"Belleme"	16	12	32	29	"CHE"	0.0910662248068954	0.626488839751154
"Belleme_57"	"Belleme"	14	10	32	29	"CHE"	0.0910662248068954	0.626488839751154
"Belleme_58"	"Belleme"	11	11	41	33	"PS"	0.557506980606975	1.6814846749424
"Belleme_59"	"Belleme"	7	14	18	10	"CHE"	-2.12452736524348	-1.01461579276856
"Belleme_6"	"Belleme"	16	14	40	29	"CHE"	0.0910662248068954	1.5642629154767
"Belleme_60"	"Belleme"	28	17	38	42	"CHE"	1.60699868115715	1.32981939654532
"Belleme_8"	"Belleme"	21	17	31	39	"CHE"	1.25716811430709	0.50926708028546
"Belleme_89"	"Belleme"	24	17	30	38	"CHE"	1.14055792535707	0.392045320819767
"Belleme_9"	"Belleme"	25	18	13	35	"CHE"	0.790727358507014	-1.60072459009702
"Belleme_90"	"Belleme"	23	13	40	33	"CHE"	0.557506980606975	1.5642629154767
"Belleme_91"	"Belleme"	23	15	40	33	"CHE"	0.557506980606975	1.5642629154767
"Belleme_92"	"Belleme"	17	12	40	33	"CHE"	0.557506980606975	1.5642629154767
"Belleme_93"	"Belleme"	8	10	27	11	"CHE"	-2.00791717629346	0.0403800424226862
"Belleme_94"	"Belleme"	11	10	28	20	"DOU"	-0.958425475743283	0.15760180188838
"Belleme_95"	"Belleme"	11	11	24	15	"CHE"	-1.54147642049338	-0.311285235974394
"Belleme_96"	"Belleme"	17	13	28	20	"DOU"	-0.958425475743283	0.15760180188838
"Belleme_97"	"Belleme"	15	12	30	30	"CHE"	0.207676413756915	0.392045320819767
"Belleme_98"	"Belleme"	9	11	32	28	"CHE"	-0.0255439641431245	0.626488839751154
"Belleme_99"	"Belleme"	15	13	32	28	"CHE"	-0.0255439641431245	0.626488839751154
"Bourse_102"	"Bourse"	17	15	33	32	"CHE"	0.440896791656955	0.743710599216848
"Bourse_103"	"Bourse"	22	15	28	31	"CHE"	0.324286602706935	0.15760180188838
"Bourse_104"	"Bourse"	17	15	28	31	"CHE"	0.324286602706935	0.15760180188838
"Bourse_110"	"Bourse"	21	14	30	35	"CHE"	0.790727358507014	0.392045320819767
"Bourse_111"	"Bourse"	14	17	30	35	"CHE"	0.790727358507014	0.392045320819767
"Bourse_112"	"Bourse"	21	18	21	33	"CHE"	0.557506980606975	-0.662950514371475
"Bourse_119"	"Bourse"	23	11	24	32	"CHE"	0.440896791656955	-0.311285235974394
"Bourse_120"	"Bourse"	17	14	24	32	"CHE"	0.440896791656955	-0.311285235974394
"Bourse_128"	"Bourse"	14	15	14	36	"CHE"	0.907337547457034	-1.48350283063133
"Bourse_129"	"Bourse"	8	9	23	30	"CHE"	0.207676413756915	-0.428506995440088
"Bourse_132"	"Bourse"	6	6	18	22	"CHE"	-0.725205097843244	-1.01461579276856
"Bourse_133"	"Bourse"	10	11	18	22	"CHE"	-0.725205097843244	-1.01461579276856
"Bourse_134"	"Bourse"	12	10	24	26	"CHE"	-0.258764342043164	-0.311285235974394
"Bourse_135"	"Bourse"	16	15	24	26	"CHE"	-0.258764342043164	-0.311285235974394
"Bourse_15"	"Bourse"	10	12	17	13	"CHE"	-1.77469679839342	-1.13183755223425
"Bourse_154"	"Bourse"	15	15	15	38	"CHE"	1.14055792535707	-1.36628107116564
"Bourse_155"	"Bourse"	27	20	30	41	"CHE"	1.49038849220713	0.392045320819767
"Bourse_156"	"Bourse"	9	11	26	21	"CHE"	-0.841815286793263	-0.0768417170430074
"Bourse_157"	"Bourse"	10	10	26	21	"CHE"	-0.841815286793263	-0.0768417170430074
"Bourse_158"	"Bourse"	13	12	24	27	"CHE"	-0.142154153093144	-0.311285235974394
"Bourse_159"	"Bourse"	11	8	26	21	"CHE"	-0.841815286793263	-0.0768417170430074
"Bourse_16"	"Bourse"	11	8	17	13	"CHE"	-1.77469679839342	-1.13183755223425
"Bourse_160"	"Bourse"	14	11	25	31	"CHE"	0.324286602706935	-0.194063476508701
"Bourse_161"	"Bourse"	18	12	25	31	"CHE"	0.324286602706935	-0.194063476508701
"Bourse_162"	"Bourse"	14	13	25	32	"CHE"	0.440896791656955	-0.194063476508701
"Bourse_163"	"Bourse"	20	15	25	32	"CHE"	0.440896791656955	-0.194063476508701
"Bourse_164"	"Bourse"	21	16	29	32	"CHE"	0.440896791656955	0.274823561354073
"Bourse_165"	"Bourse"	15	11	29	32	"CHE"	0.440896791656955	0.274823561354073
"Bourse_166"	"Bourse"	18	15	33	32	"CHE"	0.440896791656955	0.743710599216848
"Bourse_167"	"Bourse"	17	12	33	32	"CHE"	0.440896791656955	0.743710599216848
"Bourse_168"	"Bourse"	17	16	30	33	"CHE"	0.557506980606975	0.392045320819767
"Bourse_17"	"Bourse"	17	12	35	39	"CHE"	1.25716811430709	0.978154118148235
"Bourse_18"	"Bourse"	6	6	19	8	"CHE"	-2.35774774314352	-0.897394033302862
"Bourse_184"	"Bourse"	21	15	30	41	"CHE"	1.49038849220713	0.392045320819767
"Bourse_185"	"Bourse"	20	19	30	41	"CHE"	1.49038849220713	0.392045320819767
"Bourse_186"	"Bourse"	13	12	30	22	"CHE"	-0.725205097843244	0.392045320819767
"Bourse_187"	"Bourse"	18	13	24	26	"CHE"	-0.258764342043164	-0.311285235974394
"Bourse_188"	"Bourse"	16	9	31	23	"CHE"	-0.608594908893224	0.50926708028546
"Bourse_189"	"Bourse"	6	3	24	14	"CHE"	-1.6580866094434	-0.311285235974394
"Bourse_19"	"Bourse"	23	13	23	36	"CHE"	0.907337547457034	-0.428506995440088
"Bourse_190"	"Bourse"	6	5	24	14	"CHE"	-1.6580866094434	-0.311285235974394
"Bourse_20"	"Bourse"	18	14	25	30	"CHE"	0.207676413756915	-0.194063476508701
"Bourse_21"	"Bourse"	14	14	28	38	"CHE"	1.14055792535707	0.15760180188838
"Bourse_22"	"Bourse"	14	10	28	38	"CHE"	1.14055792535707	0.15760180188838
"Bourse_23"	"Bourse"	13	9	35	39	"CHE"	1.25716811430709	0.978154118148235
"Bourse_24"	"Bourse"	10	8	29	39	"CHE"	1.25716811430709	0.274823561354073
"Bourse_25"	"Bourse"	11	13	29	39	"CHE"	1.25716811430709	0.274823561354073
"Bourse_3"	"Bourse"	18	14	25	30	"CHE"	0.207676413756915	-0.194063476508701
"Bourse_39"	"Bourse"	21	14	28	36	"CHE"	0.907337547457034	0.15760180188838
"Bourse_4"	"Bourse"	15	11	35	39	"CHE"	1.25716811430709	0.978154118148235
"Bourse_40"	"Bourse"	24	17	28	36	"CHE"	0.907337547457034	0.15760180188838
"Bourse_41"	"Bourse"	16	14	23	36	"CHE"	0.907337547457034	-0.428506995440088
"Bourse_42"	"Bourse"	18	15	23	36	"CHE"	0.907337547457034	-0.428506995440088
"Bourse_43"	"Bourse"	16	11	23	36	"CHE"	0.907337547457034	-0.428506995440088
"Bourse_44"	"Bourse"	16	14	24	30	"CHE"	0.207676413756915	-0.311285235974394
"Bourse_45"	"Bourse"	4	5	26	23	"CHE"	-0.608594908893224	-0.0768417170430074
"Bourse_46"	"Bourse"	12	9	26	23	"CHE"	-0.608594908893224	-0.0768417170430074
"Bourse_47"	"Bourse"	9	9	26	23	"CHE"	-0.608594908893224	-0.0768417170430074
"Bourse_48"	"Bourse"	12	7	27	27	"CHE"	-0.142154153093144	0.0403800424226862
"Bourse_49"	"Bourse"	14	11	26	23	"CHE"	-0.608594908893224	-0.0768417170430074
"Bourse_5"	"Bourse"	20	13	35	39	"CHE"	1.25716811430709	0.978154118148235
"Bourse_6"	"Bourse"	19	14	35	39	"CHE"	1.25716811430709	0.978154118148235
"Bourse_63"	"Bourse"	19	16	25	31	"CHE"	0.324286602706935	-0.194063476508701
"Bourse_64"	"Bourse"	19	16	25	31	"CHE"	0.324286602706935	-0.194063476508701
"Bourse_65"	"Bourse"	19	14	25	31	"CHE"	0.324286602706935	-0.194063476508701
"Bourse_66"	"Bourse"	19	16	25	31	"CHE"	0.324286602706935	-0.194063476508701
"Bourse_67"	"Bourse"	16	12	22	28	"CHE"	-0.0255439641431245	-0.545728754905782
"Bourse_68"	"Bourse"	12	10	22	28	"CHE"	-0.0255439641431245	-0.545728754905782
"Bourse_69"	"Bourse"	16	12	22	28	"CHE"	-0.0255439641431245	-0.545728754905782
"Bourse_70"	"Bourse"	12	8	29	25	"CHE"	-0.375374530993184	0.274823561354073
"Bourse_71"	"Bourse"	20	16	29	25	"CHE"	-0.375374530993184	0.274823561354073
"Bourse_79"	"Bourse"	20	15	29	39	"CHE"	1.25716811430709	0.274823561354073
"Bourse_82"	"Bourse"	13	10	24	15	"CHE"	-1.54147642049338	-0.311285235974394
"Bourse_83"	"Bourse"	13	13	28	31	"CHE"	0.324286602706935	0.15760180188838
"Bourse_89"	"Bourse"	12	10	24	15	"CHE"	-1.54147642049338	-0.311285235974394
"Bourse_90"	"Bourse"	19	13	23	30	"CHE"	0.207676413756915	-0.428506995440088
"Bourse_91"	"Bourse"	19	14	23	30	"CHE"	0.207676413756915	-0.428506995440088
"Bourse_92"	"Bourse"	16	13	28	32	"CHE"	0.440896791656955	0.15760180188838
"Bourse_93"	"Bourse"	16	11	24	28	"CHE"	-0.0255439641431245	-0.311285235974394
"Bourse_94"	"Bourse"	19	16	24	28	"CHE"	-0.0255439641431245	-0.311285235974394
"Moulins_11"	"Moulins"	13	9	27	26	"SP"	-0.258764342043164	0.0403800424226862
"Moulins_115"	"Moulins"	9	11	20	33	"CHE"	0.557506980606975	-0.780172273837169
"Moulins_116"	"Moulins"	12	9	23	22	"CHE"	-0.725205097843244	-0.428506995440088
"Moulins_117"	"Moulins"	16	13	23	22	"CHE"	-0.725205097843244	-0.428506995440088
"Moulins_118"	"Moulins"	24	15	23	22	"CHE"	-0.725205097843244	-0.428506995440088
"Moulins_119"	"Moulins"	20	16	24	34	"CHE"	0.674117169556995	-0.311285235974394
"Moulins_12"	"Moulins"	14	11	27	26	"SP"	-0.258764342043164	0.0403800424226862
"Moulins_120"	"Moulins"	16	10	33	32	"CHE"	0.440896791656955	0.743710599216848
"Moulins_121"	"Moulins"	17	12	33	32	"CHE"	0.440896791656955	0.743710599216848
"Moulins_122"	"Moulins"	12	12	33	32	"CHE"	0.440896791656955	0.743710599216848
"Moulins_123"	"Moulins"	14	11	31	33	"CHE"	0.557506980606975	0.50926708028546
"Moulins_129"	"Moulins"	19	18	27	34	"CHE"	0.674117169556995	0.0403800424226862
"Moulins_13"	"Moulins"	9	6	23	23	"SP"	-0.608594908893224	-0.428506995440088
"Moulins_130"	"Moulins"	24	17	27	34	"CHE"	0.674117169556995	0.0403800424226862
"Moulins_131"	"Moulins"	11	13	0	5	"CHE"	-2.70757830999358	-3.12460746315104
"Moulins_132"	"Moulins"	17	17	0	5	"CHE"	-2.70757830999358	-3.12460746315104
"Moulins_133"	"Moulins"	21	18	29	30	"CHE"	0.207676413756915	0.274823561354073
"Moulins_134"	"Moulins"	19	15	29	30	"CHE"	0.207676413756915	0.274823561354073
"Moulins_135"	"Moulins"	6	7	23	14	"CHE"	-1.6580866094434	-0.428506995440088
"Moulins_136"	"Moulins"	7	7	23	14	"CHE"	-1.6580866094434	-0.428506995440088
"Moulins_137"	"Moulins"	16	11	29	30	"CHE"	0.207676413756915	0.274823561354073
"Moulins_14"	"Moulins"	15	14	23	23	"SP"	-0.608594908893224	-0.428506995440088
"Moulins_15"	"Moulins"	15	13	26	28	"CHE"	-0.0255439641431245	-0.0768417170430074
"Moulins_158"	"Moulins"	14	13	29	32	"CHE"	0.440896791656955	0.274823561354073
"Moulins_159"	"Moulins"	17	13	29	32	"CHE"	0.440896791656955	0.274823561354073
"Moulins_16"	"Moulins"	12	12	26	28	"CHE"	-0.0255439641431245	-0.0768417170430074
"Moulins_160"	"Moulins"	13	13	29	32	"CHE"	0.440896791656955	0.274823561354073
"Moulins_162"	"Moulins"	11	10	29	22	"CHE"	-0.725205097843244	0.274823561354073
"Moulins_163"	"Moulins"	19	19	31	35	"CHE"	0.790727358507014	0.50926708028546
"Moulins_164"	"Moulins"	21	15	31	35	"CHE"	0.790727358507014	0.50926708028546
"Moulins_165"	"Moulins"	14	13	30	35	"CHE"	0.790727358507014	0.392045320819767
"Moulins_166"	"Moulins"	20	15	33	34	"CHE"	0.674117169556995	0.743710599216848
"Moulins_167"	"Moulins"	21	17	33	34	"CHE"	0.674117169556995	0.743710599216848
"Moulins_168"	"Moulins"	21	16	25	34	"CHE"	0.674117169556995	-0.194063476508701
"Moulins_169"	"Moulins"	18	12	25	34	"CHE"	0.674117169556995	-0.194063476508701
"Moulins_17"	"Moulins"	18	15	19	36	"CHE"	0.907337547457034	-0.897394033302862
"Moulins_170"	"Moulins"	19	13	36	34	"CHE"	0.674117169556995	1.09537587761393
"Moulins_171"	"Moulins"	26	19	36	34	"CHE"	0.674117169556995	1.09537587761393
"Moulins_172"	"Moulins"	20	18	31	34	"CHE"	0.674117169556995	0.50926708028546
"Moulins_173"	"Moulins"	25	19	31	34	"CHE"	0.674117169556995	0.50926708028546
"Moulins_174"	"Moulins"	27	24	20	34	"CHE"	0.674117169556995	-0.780172273837169
"Moulins_175"	"Moulins"	21	25	20	34	"CHE"	0.674117169556995	-0.780172273837169
"Moulins_176"	"Moulins"	19	16	20	34	"CHE"	0.674117169556995	-0.780172273837169
"Moulins_192"	"Moulins"	7	6	29	22	"CHE"	-0.725205097843244	0.274823561354073
"Moulins_193"	"Moulins"	14	15	29	22	"CHE"	-0.725205097843244	0.274823561354073
"Moulins_194"	"Moulins"	12	12	27	25	"CHE"	-0.375374530993184	0.0403800424226862
"Moulins_195"	"Moulins"	17	15	27	25	"CHE"	-0.375374530993184	0.0403800424226862
"Moulins_196"	"Moulins"	16	11	30	25	"CHE"	-0.375374530993184	0.392045320819767
"Moulins_197"	"Moulins"	18	9	30	25	"CHE"	-0.375374530993184	0.392045320819767
"Moulins_198"	"Moulins"	18	15	31	34	"CHE"	0.674117169556995	0.50926708028546
"Moulins_2"	"Moulins"	11	6	27	26	"SP"	-0.258764342043164	0.0403800424226862
"Moulins_200"	"Moulins"	23	20	14	34	"CHE"	0.674117169556995	-1.48350283063133
"Moulins_201"	"Moulins"	21	15	14	34	"CHE"	0.674117169556995	-1.48350283063133
"Moulins_202"	"Moulins"	16	14	22	15	"CHE"	-1.54147642049338	-0.545728754905782
"Moulins_214"	"Moulins"	10	9	26	26	"CHE"	-0.258764342043164	-0.0768417170430074
"Moulins_215"	"Moulins"	14	13	26	26	"CHE"	-0.258764342043164	-0.0768417170430074
"Moulins_216"	"Moulins"	12	13	26	26	"CHE"	-0.258764342043164	-0.0768417170430074
"Moulins_217"	"Moulins"	12	9	26	25	"CHE"	-0.375374530993184	-0.0768417170430074
"Moulins_218"	"Moulins"	12	6	26	25	"CHE"	-0.375374530993184	-0.0768417170430074
"Moulins_220"	"Moulins"	6	7	22	15	"CHE"	-1.54147642049338	-0.545728754905782
"Moulins_221"	"Moulins"	8	6	22	15	"CHE"	-1.54147642049338	-0.545728754905782
"Moulins_222"	"Moulins"	10	7	22	15	"CHE"	-1.54147642049338	-0.545728754905782
"Moulins_232"	"Moulins"	13	13	27	25	"CHE"	-0.375374530993184	0.0403800424226862
"Moulins_233"	"Moulins"	10	11	27	25	"CHE"	-0.375374530993184	0.0403800424226862
"Moulins_234"	"Moulins"	10	12	27	25	"CHE"	-0.375374530993184	0.0403800424226862
"Moulins_235"	"Moulins"	8	8	16	7	"CHE"	-2.47435793209354	-1.24905931169994
"Moulins_236"	"Moulins"	12	15	16	7	"CHE"	-2.47435793209354	-1.24905931169994
"Moulins_237"	"Moulins"	16	13	24	23	"CHE"	-0.608594908893224	-0.311285235974394
"Moulins_238"	"Moulins"	11	10	28	27	"SP"	-0.142154153093144	0.15760180188838
"Moulins_239"	"Moulins"	12	10	28	27	"SP"	-0.142154153093144	0.15760180188838
"Moulins_244"	"Moulins"	15	13	24	23	"CHE"	-0.608594908893224	-0.311285235974394
"Moulins_245"	"Moulins"	12	12	24	23	"CHE"	-0.608594908893224	-0.311285235974394
"Moulins_3"	"Moulins"	22	13	27	34	"CHE"	0.674117169556995	0.0403800424226862
"Moulins_34"	"Moulins"	21	15	31	34	"CHE"	0.674117169556995	0.50926708028546
"Moulins_35"	"Moulins"	17	12	31	34	"CHE"	0.674117169556995	0.50926708028546
"Moulins_36"	"Moulins"	18	18	34	26	"SP"	-0.258764342043164	0.860932358682541
"Moulins_37"	"Moulins"	15	11	34	26	"SP"	-0.258764342043164	0.860932358682541
"Moulins_38"	"Moulins"	22	17	34	26	"SP"	-0.258764342043164	0.860932358682541
"Moulins_39"	"Moulins"	23	17	25	35	"CHE"	0.790727358507014	-0.194063476508701
"Moulins_4"	"Moulins"	25	17	27	34	"CHE"	0.674117169556995	0.0403800424226862
"Moulins_40"	"Moulins"	23	18	25	35	"CHE"	0.790727358507014	-0.194063476508701
"Moulins_41"	"Moulins"	20	15	30	35	"CHE"	0.790727358507014	0.392045320819767
"Moulins_42"	"Moulins"	16	13	28	32	"CHE"	0.440896791656955	0.15760180188838
"Moulins_43"	"Moulins"	20	15	28	32	"CHE"	0.440896791656955	0.15760180188838
"Moulins_44"	"Moulins"	19	17	24	35	"CHE"	0.790727358507014	-0.311285235974394
"Moulins_45"	"Moulins"	26	16	24	35	"CHE"	0.790727358507014	-0.311285235974394
"Moulins_50"	"Moulins"	27	20	29	33	"CHE"	0.557506980606975	0.274823561354073
"Moulins_51"	"Moulins"	25	19	29	33	"CHE"	0.557506980606975	0.274823561354073
"Moulins_52"	"Moulins"	10	11	26	22	"EPC"	-0.725205097843244	-0.0768417170430074
"Moulins_53"	"Moulins"	14	13	26	22	"EPC"	-0.725205097843244	-0.0768417170430074
"Moulins_73"	"Moulins"	19	14	9	28	"CHE"	-0.0255439641431245	-2.0696116279598
"Moulins_74"	"Moulins"	18	12	9	28	"CHE"	-0.0255439641431245	-2.0696116279598
"Moulins_75"	"Moulins"	17	12	27	30	"CHE"	0.207676413756915	0.0403800424226862
"Moulins_76"	"Moulins"	22	15	27	32	"CHE"	0.440896791656955	0.0403800424226862
"Moulins_77"	"Moulins"	21	16	27	32	"CHE"	0.440896791656955	0.0403800424226862
"Moulins_78"	"Moulins"	15	16	27	32	"CHE"	0.440896791656955	0.0403800424226862
"Moulins_79"	"Moulins"	16	15	24	34	"CHE"	0.674117169556995	-0.311285235974394
"Moulins_80"	"Moulins"	15	16	24	34	"CHE"	0.674117169556995	-0.311285235974394
"Moulins_81"	"Moulins"	16	11	32	24	"EPC"	-0.491984719943204	0.626488839751154
"Moulins_82"	"Moulins"	10	8	23	23	"SP"	-0.608594908893224	-0.428506995440088
"Moulins_87"	"Moulins"	16	14	32	34	"CHE"	0.674117169556995	0.626488839751154
"Moulins_88"	"Moulins"	15	18	32	34	"CHE"	0.674117169556995	0.626488839751154
"Moulins_89"	"Moulins"	17	13	32	33	"CHE"	0.557506980606975	0.626488839751154
"Moulins_90"	"Moulins"	12	14	32	33	"CHE"	0.557506980606975	0.626488839751154
"Moulins_91"	"Moulins"	20	16	33	32	"CHE"	0.440896791656955	0.743710599216848
"Moulins_92"	"Moulins"	15	13	33	32	"CHE"	0.440896791656955	0.743710599216848
"Reno_Valdieu_1"	"Reno_Valdieu"	18	15	32	40	"CHE"	1.37377830325711	0.626488839751154
"Reno_Valdieu_100"	"Reno_Valdieu"	12	15	33	34	"CHE"	0.674117169556995	0.743710599216848
"Reno_Valdieu_101"	"Reno_Valdieu"	16	15	33	34	"CHE"	0.674117169556995	0.743710599216848
"Reno_Valdieu_102"	"Reno_Valdieu"	14	15	33	34	"CHE"	0.674117169556995	0.743710599216848
"Reno_Valdieu_103"	"Reno_Valdieu"	12	13	27	22	"CHE"	-0.725205097843244	0.0403800424226862
"Reno_Valdieu_104"	"Reno_Valdieu"	8	9	22	19	"CHE"	-1.0750356646933	-0.545728754905782
"Reno_Valdieu_105"	"Reno_Valdieu"	17	13	22	19	"CHE"	-1.0750356646933	-0.545728754905782
"Reno_Valdieu_106"	"Reno_Valdieu"	14	10	26	31	"CHE"	0.324286602706935	-0.0768417170430074
"Reno_Valdieu_107"	"Reno_Valdieu"	13	13	26	31	"CHE"	0.324286602706935	-0.0768417170430074
"Reno_Valdieu_108"	"Reno_Valdieu"	16	13	26	31	"CHE"	0.324286602706935	-0.0768417170430074
"Reno_Valdieu_109"	"Reno_Valdieu"	12	11	29	29	"CHE"	0.0910662248068954	0.274823561354073
"Reno_Valdieu_119"	"Reno_Valdieu"	22	16	28	41	"CHE"	1.49038849220713	0.15760180188838
"Reno_Valdieu_120"	"Reno_Valdieu"	21	15	28	41	"CHE"	1.49038849220713	0.15760180188838
"Reno_Valdieu_121"	"Reno_Valdieu"	12	12	24	38	"CHE"	1.14055792535707	-0.311285235974394
"Reno_Valdieu_122"	"Reno_Valdieu"	16	18	24	38	"CHE"	1.14055792535707	-0.311285235974394
"Reno_Valdieu_123"	"Reno_Valdieu"	21	16	32	40	"CHE"	1.37377830325711	0.626488839751154
"Reno_Valdieu_131"	"Reno_Valdieu"	10	9	27	12	"CHE"	-1.89130698734344	0.0403800424226862
"Reno_Valdieu_132"	"Reno_Valdieu"	8	16	27	22	"CHE"	-0.725205097843244	0.0403800424226862
"Reno_Valdieu_133"	"Reno_Valdieu"	19	16	27	17	"CHE"	-1.30825604259334	0.0403800424226862
"Reno_Valdieu_134"	"Reno_Valdieu"	16	14	27	17	"CHE"	-1.30825604259334	0.0403800424226862
"Reno_Valdieu_135"	"Reno_Valdieu"	19	20	31	31	"CHE"	0.324286602706935	0.50926708028546
"Reno_Valdieu_136"	"Reno_Valdieu"	15	12	31	31	"CHE"	0.324286602706935	0.50926708028546
"Reno_Valdieu_138"	"Reno_Valdieu"	21	16	32	30	"CHE"	0.207676413756915	0.626488839751154
"Reno_Valdieu_139"	"Reno_Valdieu"	12	11	24	28	"CHE"	-0.0255439641431245	-0.311285235974394
"Reno_Valdieu_14"	"Reno_Valdieu"	20	14	33	35	"CHE"	0.790727358507014	0.743710599216848
"Reno_Valdieu_15"	"Reno_Valdieu"	15	11	33	35	"CHE"	0.790727358507014	0.743710599216848
"Reno_Valdieu_150"	"Reno_Valdieu"	15	14	14	39	"CHE"	1.25716811430709	-1.48350283063133
"Reno_Valdieu_151"	"Reno_Valdieu"	17	15	14	39	"CHE"	1.25716811430709	-1.48350283063133
"Reno_Valdieu_152"	"Reno_Valdieu"	18	16	31	41	"CHE"	1.49038849220713	0.50926708028546
"Reno_Valdieu_153"	"Reno_Valdieu"	18	16	31	41	"CHE"	1.49038849220713	0.50926708028546
"Reno_Valdieu_154"	"Reno_Valdieu"	8	10	31	24	"PS"	-0.491984719943204	0.50926708028546
"Reno_Valdieu_16"	"Reno_Valdieu"	16	13	33	35	"CHE"	0.790727358507014	0.743710599216848
"Reno_Valdieu_164"	"Reno_Valdieu"	18	20	21	29	"CHE"	0.0910662248068954	-0.662950514371475
"Reno_Valdieu_165"	"Reno_Valdieu"	13	14	21	29	"CHE"	0.0910662248068954	-0.662950514371475
"Reno_Valdieu_166"	"Reno_Valdieu"	16	15	21	29	"CHE"	0.0910662248068954	-0.662950514371475
