"HIEVIR"	"LACBIL"	"NATMAU"	"NATNAT"	"PODMUR"	"ZAMLON"	"CORGIR"	"ANGFRA"	"MALMON"	"PODLIO"	"RHISCA"	"VIPASP"	"CHASTR"	"TARMAU"	"TIMLEP"	"PSAALG"	"PSAEDW"	"EMYORB"	"MAULEP"	"CORAUS"	"HEMTUR"	"ZOOVIV"	"LACAGI"	"VIPBER"
"ID623"	0	6	7	4	9	3	1	2	6	3	1	0	0	0	4	0	0	0	0	0	0	0	0	0
"ID624"	0	7	6	1	14	4	1	5	5	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0
"ID625"	0	14	3	1	19	0	2	4	8	13	1	0	5	2	2	1	0	0	1	0	0	0	0	0
"ID626"	0	18	1	0	6	0	1	3	6	0	3	0	1	0	2	0	0	0	0	0	0	0	0	0
"ID627"	0	34	0	0	1	0	1	0	8	0	2	3	1	0	0	0	0	0	0	0	0	0	0	0
"ID628"	0	12	2	1	7	1	0	0	5	2	0	0	6	1	0	0	1	0	0	0	0	0	0	0
"ID629"	0	19	2	1	11	1	1	1	5	2	1	0	3	0	1	0	0	0	0	0	0	0	0	0
"ID630"	0	10	2	0	7	0	0	0	2	1	2	0	1	0	5	0	0	0	2	0	0	0	0	0
"ID631"	0	10	0	0	5	0	0	0	2	0	0	0	1	3	13	0	7	0	0	0	0	0	0	0
"ID632"	0	1	1	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"ID633"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ID660"	13	21	5	3	1	17	1	3	9	1	0	8	0	0	0	0	0	0	0	1	0	0	0	0
"ID661"	1	30	7	9	28	43	6	13	37	9	1	1	0	10	3	0	0	0	0	1	0	0	0	0
"ID662"	0	42	22	15	38	32	21	21	49	25	2	1	0	0	7	2	0	1	0	0	0	0	0	0
"ID663"	0	6	9	1	16	3	1	6	11	10	0	1	0	3	11	2	1	0	0	0	0	0	0	0
"ID664"	0	45	11	0	10	1	1	2	9	3	2	1	7	3	5	1	1	0	0	0	0	0	0	0
"ID665"	0	15	4	1	8	0	0	1	7	1	3	1	1	1	1	0	0	1	0	0	0	0	0	0
"ID666"	0	24	1	1	41	0	5	6	23	1	11	0	0	20	5	0	2	0	0	0	0	0	0	0
"ID667"	0	34	7	2	62	0	2	4	30	0	9	0	15	10	1	0	1	3	0	0	0	0	0	0
"ID668"	0	16	20	5	30	0	2	4	14	5	7	0	6	9	9	1	0	1	0	0	0	0	0	0
"ID669"	0	33	9	10	12	0	1	1	8	16	5	0	6	2	4	11	1	0	0	0	0	0	0	0
"ID670"	0	16	4	1	12	1	2	1	11	1	6	0	2	1	1	9	2	1	0	0	0	0	0	0
"ID671"	0	13	8	0	44	0	3	0	6	1	1	0	7	26	3	4	6	2	0	0	0	0	0	0
"ID672"	0	1	1	0	18	0	0	3	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"ID699"	6	36	1	6	23	0	0	0	0	11	0	22	0	0	0	0	0	0	0	3	0	0	0	0
"ID70"	5	9	2	2	11	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ID700"	8	61	13	9	3	18	6	0	10	2	1	16	1	0	9	0	0	0	0	0	0	0	0	0
"ID701"	2	44	12	16	8	30	8	6	19	7	2	5	0	0	2	0	0	0	0	0	0	0	0	0
"ID702"	0	12	16	5	22	10	2	3	12	8	4	0	2	5	5	5	0	0	0	0	0	0	0	0
"ID703"	0	38	11	1	12	0	2	5	11	20	3	4	4	0	15	27	16	0	0	0	0	0	0	0
"ID704"	0	21	3	1	31	0	2	6	17	21	8	0	6	4	16	10	7	0	0	0	0	0	0	0
"ID705"	0	16	4	4	9	0	1	1	10	0	3	0	0	2	6	1	4	0	0	0	0	0	0	0
"ID706"	0	21	1	1	17	0	3	2	20	1	4	0	13	3	24	1	2	0	1	0	0	0	0	0
"ID707"	0	53	7	9	25	1	1	12	26	0	13	0	7	50	35	0	7	0	0	0	40	0	0	0
"ID708"	0	26	7	2	17	0	0	2	21	0	10	0	12	9	42	0	19	2	0	0	0	0	0	0
"ID709"	0	16	6	2	20	0	1	0	21	0	12	0	2	2	17	0	1	2	0	0	0	0	0	0
"ID710"	0	1	0	1	7	0	1	0	3	2	1	0	1	1	3	0	1	0	0	0	0	0	0	0
"ID711"	0	6	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ID712"	0	3	0	1	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ID713"	0	0	0	0	1	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"ID738"	9	31	1	3	25	7	2	0	2	1	0	5	0	0	1	0	0	0	0	0	0	0	0	0
"ID739"	7	47	2	6	15	6	4	4	28	8	1	18	1	1	3	0	1	0	0	1	0	0	0	0
"ID740"	9	83	4	9	5	19	4	7	26	6	0	21	0	1	7	0	0	0	0	0	0	0	0	0
"ID741"	0	46	19	11	9	26	6	3	27	19	5	14	1	0	19	15	0	0	0	0	0	0	0	0
"ID742"	0	46	23	3	12	4	3	3	16	9	9	1	11	0	39	14	7	0	0	0	0	0	0	0
"ID743"	0	64	32	17	31	2	5	6	41	51	11	11	32	10	34	59	33	0	0	0	0	0	0	0
"ID744"	0	26	4	0	5	1	2	0	8	11	2	0	2	0	4	17	8	0	0	0	0	0	0	0
"ID745"	0	17	6	1	28	0	1	3	21	10	6	0	3	9	20	1	3	1	0	0	0	0	0	0
"ID746"	0	29	1	1	13	0	0	2	13	0	3	0	2	14	20	2	22	0	0	0	0	0	0	0
"ID747"	0	27	2	0	213	0	4	1	14	1	1	0	3	236	9	0	1	2	0	0	40	0	0	0
"ID748"	0	26	5	1	95	0	4	4	20	1	14	0	8	28	30	0	3	8	0	0	0	0	0	0
"ID749"	0	33	54	4	68	0	10	5	51	2	48	1	7	53	37	0	2	48	0	0	0	0	0	0
"ID750"	0	8	2	3	22	0	1	1	10	0	0	0	2	5	2	0	1	0	0	0	0	0	0	0
"ID751"	0	1	1	0	2	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
"ID752"	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ID777"	21	75	43	2	71	52	8	53	33	40	0	1	0	0	31	0	0	0	0	0	0	0	0	0
"ID778"	1	162	112	34	141	54	15	90	117	149	66	1	23	0	86	25	23	0	0	0	0	0	0	0
"ID779"	0	28	5	0	13	2	0	2	32	3	4	1	0	1	17	10	5	0	0	0	0	0	0	0
"ID780"	1	45	2	6	8	8	6	4	76	17	34	2	1	6	67	32	4	0	0	0	0	0	0	0
"ID781"	0	29	22	4	18	4	2	4	30	11	13	5	3	15	52	21	2	2	0	0	0	0	0	0
"ID782"	0	38	19	8	31	3	1	3	17	14	10	21	9	11	17	42	2	0	1	0	0	0	0	0
"ID783"	0	88	20	8	40	0	19	10	44	11	21	3	16	39	22	23	17	33	4	0	0	0	0	0
"ID784"	0	17	2	3	21	0	0	0	19	8	7	0	3	11	14	7	28	2	0	0	0	0	0	0
"ID785"	0	53	5	6	62	0	4	1	58	15	15	0	16	38	35	13	39	4	1	0	0	0	0	0
"ID786"	0	47	7	4	65	0	0	0	33	5	6	0	7	27	38	0	34	5	4	0	0	0	0	0
"ID787"	0	24	3	0	41	0	1	1	25	0	9	0	8	22	22	0	1	5	0	0	0	0	0	0
"ID788"	0	17	3	0	34	0	1	2	6	2	6	0	1	10	5	0	7	3	0	0	0	0	0	0
"ID789"	0	11	15	0	33	1	1	3	27	0	6	0	0	9	0	0	0	64	0	0	0	0	0	0
"ID790"	0	3	2	3	3	0	2	3	6	0	4	0	1	4	1	0	1	5	0	0	0	0	0	0
"ID791"	0	2	5	2	5	0	2	0	9	0	6	0	12	7	12	0	11	6	0	0	0	0	0	0
"ID792"	0	0	2	0	1	0	0	0	2	0	1	0	2	0	4	0	3	0	0	0	0	0	0	0
"ID793"	0	0	0	0	0	0	1	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0
"ID814"	6	5	2	3	11	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0
"ID815"	3	17	6	2	25	3	0	6	0	1	0	3	0	0	0	0	0	0	0	1	0	4	0	0
"ID816"	37	116	33	29	114	99	2	87	6	8	0	39	0	0	0	2	0	0	0	25	0	63	0	0
"ID817"	24	275	157	89	169	211	47	206	149	194	2	2	0	2	76	0	0	0	0	0	0	0	0	0
"ID818"	0	105	24	4	24	46	19	67	70	95	59	0	52	1	64	53	57	0	0	0	0	0	0	0
"ID819"	0	128	121	1	69	0	8	46	160	66	117	1	125	14	188	154	176	1	0	0	0	0	0	0
"ID820"	0	18	9	1	24	0	4	4	133	6	27	0	2	27	50	8	2	1	3	0	0	0	0	0
"ID821"	0	14	4	5	21	3	1	2	45	2	20	8	4	6	14	6	5	0	0	0	0	0	0	0
"ID822"	0	33	10	5	32	2	4	4	38	4	22	9	21	10	15	26	1	7	5	0	0	0	0	0
"ID823"	0	36	6	2	186	1	20	1	43	3	23	0	8	273	4	4	7	0	0	0	0	0	0	0
"ID824"	0	40	6	3	191	1	17	0	55	3	15	0	6	164	4	10	6	8	0	0	0	0	0	0
"ID825"	0	63	33	4	124	0	1	3	43	0	19	0	1	11	0	0	2	562	5	0	0	0	0	0
"ID826"	0	17	10	4	33	3	1	0	20	0	6	0	0	1	0	0	0	56	5	0	0	0	0	0
"ID827"	0	76	46	12	72	5	1	6	26	0	5	0	2	2	5	0	0	104	0	0	0	0	0	0
"ID828"	0	20	11	1	14	3	0	3	15	0	7	0	1	0	5	0	0	26	0	0	0	0	0	0
"ID829"	0	12	6	9	5	1	0	6	24	0	7	0	0	3	0	0	0	23	0	0	0	0	0	0
"ID830"	0	15	3	1	22	2	1	5	18	0	5	0	2	2	1	0	0	7	0	0	0	0	0	0
"ID831"	0	9	4	1	24	0	0	4	14	0	6	0	1	3	19	0	2	5	0	0	0	0	0	0
"ID832"	0	3	8	0	13	0	1	0	8	0	10	0	5	0	21	0	1	1	0	0	0	0	0	0
"ID833"	0	2	0	0	0	0	0	0	1	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0
"ID835"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ID854"	0	9	0	3	14	2	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	11	0	0
"ID855"	1	13	2	1	9	3	0	4	3	1	0	1	0	0	0	0	0	0	0	0	0	16	0	0
"ID856"	0	9	4	1	13	4	0	1	7	10	1	0	0	1	3	3	0	3	0	0	0	0	0	0
"ID857"	0	2	0	0	2	1	0	1	5	9	1	0	1	1	3	8	0	0	0	0	0	0	0	0
"ID858"	0	5	0	0	0	2	0	0	2	6	1	0	0	0	1	2	0	0	0	0	0	0	0	0
"ID859"	0	6	3	2	4	2	1	1	35	17	9	0	1	7	26	4	1	0	0	0	0	0	0	0
"ID860"	0	14	4	0	33	0	1	0	32	17	13	0	5	15	41	3	2	0	0	0	0	0	0	0
"ID861"	0	7	0	3	15	0	1	2	42	4	15	0	11	10	34	2	7	0	0	0	0	0	0	0
"ID862"	0	37	10	14	31	3	3	0	42	6	19	7	25	11	39	28	11	0	1	0	0	0	0	0
"ID863"	0	87	42	11	99	0	4	1	131	9	43	0	53	53	74	134	34	22	1	0	0	0	0	0
"ID864"	0	29	22	6	131	0	0	1	55	0	14	0	0	31	0	2	3	26	16	0	0	0	0	0
"ID866"	0	9	7	1	15	1	0	1	11	0	7	0	4	24	0	0	6	23	0	0	0	0	0	0
"ID867"	0	3	2	1	3	0	0	2	8	0	1	0	0	0	0	0	0	31	0	0	0	0	0	0
"ID868"	0	6	4	2	8	3	0	0	9	0	3	0	0	0	0	0	0	46	0	0	0	0	0	0
"ID869"	0	2	3	4	2	0	0	0	6	0	1	0	0	0	0	0	2	4	0	0	0	0	0	0
"ID870"	0	175	154	81	88	0	15	123	220	0	138	0	21	12	3	0	0	201	0	0	0	0	0	0
"ID871"	0	9	7	3	9	1	2	2	12	0	5	0	0	0	32	0	0	21	0	0	0	0	0	0
"ID872"	0	2	3	0	42	0	7	20	7	0	17	0	2	17	94	0	28	0	0	0	0	0	0	0
"ID894"	1	4	1	0	2	5	0	0	1	0	0	1	0	0	2	2	0	0	0	0	0	0	0	0
"ID895"	0	11	0	0	3	3	0	1	6	18	0	0	0	0	2	0	0	0	0	0	0	0	0	0
"ID896"	0	2	1	2	0	0	0	1	2	4	3	0	0	0	5	8	0	0	0	0	0	0	0	0
"ID897"	0	6	6	1	0	0	0	0	5	12	2	0	4	10	10	5	2	3	3	0	0	0	0	0
"ID898"	0	7	4	0	1	0	1	0	10	6	3	0	1	8	6	3	0	0	0	0	0	0	0	0
"ID899"	0	8	1	3	4	0	0	0	1	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"ID900"	0	24	4	1	21	1	1	0	25	25	5	0	5	48	33	0	26	0	0	0	0	0	0	0
"ID901"	0	10	4	2	27	0	2	0	34	7	12	0	7	61	36	6	37	0	0	0	0	0	0	0
"ID902"	0	15	4	2	56	0	3	0	20	5	9	0	10	65	9	13	9	0	0	0	0	0	0	0
"ID909"	0	0	0	0	4	0	0	0	6	0	1	0	0	0	0	0	11	1	0	0	0	0	0	0
"ID910"	0	68	32	32	51	0	2	16	98	0	36	0	0	0	0	0	0	88	0	0	0	0	0	0
"ID911"	0	15	19	2	32	0	0	0	27	0	1	0	1	8	3	0	0	24	0	0	0	0	0	0
"ID912"	0	5	11	0	25	1	1	2	26	0	6	0	7	15	14	0	50	9	0	0	0	0	0	0
"ID913"	0	3	1	0	2	0	1	0	2	0	0	0	0	1	1	0	13	0	0	0	0	0	0	0
"ID927"	1	5	2	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ID928"	1	5	0	1	6	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0
"ID929"	7	12	12	4	8	0	0	0	0	1	1	3	1	0	0	0	0	0	0	0	0	0	0	0
"ID930"	8	16	10	7	13	4	0	0	0	5	4	6	1	0	4	0	0	0	0	0	0	0	0	0
"ID931"	4	80	2	3	11	4	1	4	9	17	2	10	0	0	8	0	0	0	0	0	0	0	0	0
"ID932"	0	11	2	1	0	8	1	0	2	3	0	3	2	0	4	4	0	0	0	0	0	0	0	0
"ID933"	7	24	7	2	5	14	0	1	3	15	2	1	2	3	14	7	0	0	0	0	0	0	0	0
"ID934"	0	7	3	1	1	1	0	1	2	9	4	0	4	0	5	7	1	0	0	0	0	0	0	0
"ID935"	0	6	11	2	2	1	0	2	7	17	9	0	1	28	22	27	0	0	0	0	0	0	0	0
"ID936"	0	10	1	0	0	0	0	0	4	5	3	0	0	0	4	10	0	0	0	0	0	0	0	0
"ID937"	0	16	5	0	1	0	0	0	6	7	2	0	1	1	7	4	0	0	0	0	0	0	0	0
"ID938"	1	58	21	1	43	0	0	0	52	133	40	0	1	18	62	0	39	1	0	0	0	0	0	0
"ID939"	0	42	6	1	14	0	0	2	13	7	6	0	2	10	11	13	12	0	0	0	0	0	0	0
"ID940"	0	33	5	4	54	0	0	0	17	4	7	0	4	52	24	1	5	7	0	0	0	0	0	0
"ID941"	0	0	5	0	1	0	1	0	12	7	7	0	2	3	2	0	14	0	0	0	0	0	0	0
"ID951"	0	11	6	2	9	0	0	3	15	0	10	0	0	12	0	0	0	0	0	0	0	0	0	0
"ID953"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
"ID967"	3	4	1	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ID968"	4	9	4	7	15	0	1	0	0	0	0	1	3	0	0	0	0	0	2	0	0	0	0	0
"ID969"	7	27	1	0	17	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ID970"	8	16	2	3	9	0	0	0	1	0	1	1	1	1	3	0	0	0	0	0	0	0	0	0
"ID971"	1	16	2	0	4	2	0	0	16	8	10	0	1	3	0	2	0	0	0	0	0	0	0	0
"ID972"	0	17	6	3	2	1	0	0	18	19	3	0	1	1	17	2	12	0	0	0	0	0	0	0
"ID973"	0	11	4	1	2	0	0	2	5	5	2	0	0	2	3	0	1	0	0	0	0	0	0	0
"ID974"	0	9	5	4	4	0	0	0	9	33	1	1	0	12	10	21	8	0	0	0	0	0	0	0
"ID975"	0	11	1	2	0	1	0	1	15	37	8	0	2	27	10	8	0	0	0	0	0	0	0	0
"ID976"	0	32	8	1	0	0	0	0	22	58	7	0	1	31	8	2	6	2	0	0	0	0	0	0
"ID977"	0	28	19	2	1	0	2	0	37	88	11	0	9	54	35	0	7	7	0	0	0	0	0	0
"ID978"	0	26	11	2	4	2	4	1	32	36	14	0	21	8	56	4	5	0	0	0	0	0	0	0
"ID979"	0	21	6	0	11	0	0	0	19	51	14	0	0	3	9	0	47	1	3	0	0	0	0	0
