"";"PLOT";"X5_min";"X10_min";"X15_min";"total";"year";"julian_date";"altitude";"PROPNATFOR"
"559";1381;4;7;7;7;2006;352;163;0
"560";1382;2;1;2;2;2006;352;150;0
"561";1384;2;2;3;3;2006;352;153;0
"562";1385;3;3;2;3;2006;352;157;0
"563";1393;2;2;2;2;2006;353;109;0
"564";1394;2;1;1;2;2006;345;136;0
"565";1395;0;1;1;2;2006;345;122;0
"566";1396;6;6;5;6;2006;345;123;0
"567";1397;1;2;2;2;2006;345;135;0
"568";1398;2;2;2;2;2006;345;142;0
"569";1399;7;7;5;7;2006;345;141;0
"570";1400;0;1;2;2;2006;345;132;0
"571";1401;3;3;0;3;2006;345;120;0
"572";1402;4;4;4;4;2006;345;116;0
"573";1403;2;2;1;2;2006;345;118;0,181946403385049
"574";1404;1;2;0;2;2006;345;120;0
"575";1405;1;2;1;2;2006;345;132;0
"576";1406;3;3;3;3;2006;345;141;0
"577";1409;1;0;1;1;2006;345;122;0
"578";1410;4;2;2;4;2006;345;124;0
"579";1411;2;0;2;2;2006;345;137;0
"580";1413;2;3;3;3;2006;346;113;0
"581";1417;1;0;0;1;2006;351;828;1
"582";1419;0;1;0;1;2006;351;797;1
"583";1427;1;1;1;1;2006;351;681;1
"584";1428;2;2;2;2;2006;348;520;0,000829187396351575
"585";1429;0;0;1;1;2006;348;530;0,183716075156576
"586";1430;2;1;0;3;2006;348;483;0,232868405093996
"587";1431;2;3;2;4;2006;348;422;0,288288288288288
"588";1432;5;4;3;5;2006;348;371;0,26417445482866
"589";1433;0;1;0;1;2006;348;437;0
"590";1434;0;0;4;4;2006;348;499;0
"591";1435;4;4;4;4;2006;348;379;0
"592";1436;2;0;3;5;2006;348;465;0,30381679389313
"593";1437;1;1;0;1;2006;348;419;1
"594";1438;0;1;0;1;2006;348;381;0,916750250752257
"595";1439;2;3;1;4;2006;348;348;0,862676056338028
"596";1440;1;1;0;2;2006;348;352;0,89533932951758
"597";1441;0;1;1;2;2006;348;377;0,632194244604317
"598";1442;1;1;3;4;2006;348;413;0,459905660377358
"599";1445;1;0;0;1;2006;348;454;0
"600";1447;2;0;2;2;2006;348;357;0,000628535512256443
"601";1448;2;2;2;2;2006;348;323;0,217100868403474
"602";1449;4;3;4;4;2006;348;308;0,309545875810936
"603";1451;0;1;1;1;2006;348;293;0,371165644171779
"604";1452;2;2;1;2;2006;348;333;0,346646571213263
"605";1453;1;1;1;1;2006;348;304;0,304812834224599
"606";1458;1;1;1;1;2006;348;315;0
"607";1462;1;1;0;1;2006;348;348;0
"608";1463;2;3;2;3;2006;359;382;0,653501843075303
"609";1464;1;1;0;1;2006;359;189;0,0762267121490422
"610";1465;4;5;4;5;2006;346;266;0,320970042796006
"611";1468;5;5;5;5;2006;355;121;0
"612";1469;7;6;6;7;2006;355;116;0
"613";1470;1;0;1;2;2006;353;130;0
"614";1471;0;1;1;1;2006;353;136;0
"615";1476;3;3;3;3;2006;347;864;1
"616";1478;2;4;4;4;2006;347;793;1
"617";1479;4;3;4;5;2006;347;793;1
"618";1481;1;0;1;1;2006;347;740;1
"619";1483;3;2;3;3;2006;347;920;1
"620";1484;3;2;3;4;2006;347;936;1
"621";1485;2;1;2;5;2006;347;955;1
"622";1486;1;0;2;2;2006;347;1046;1
"623";1487;2;1;1;3;2006;347;1184;1
"624";1488;2;1;0;2;2006;347;1205;1
"625";1489;2;3;2;5;2006;347;1078;1
"626";1490;3;3;2;3;2006;347;763;1
"627";1491;3;3;2;3;2006;347;783;1
"628";1492;3;4;2;4;2006;347;817;1
"629";1493;2;1;1;2;2006;347;830;1
"630";1494;1;2;1;2;2006;347;847;1
"631";1495;4;4;4;4;2006;347;854;1
"632";1496;3;3;3;3;2006;347;887;0,981294964028777
"633";1497;3;3;3;3;2006;347;929;0,840871021775544
"634";1498;2;2;3;3;2006;347;1012;0,252541683611224
"635";1499;1;0;1;1;2006;347;648;1
"636";1500;2;3;2;3;2006;347;656;1
"637";1502;4;4;4;4;2006;347;946;1
"638";1503;2;3;2;3;2006;347;1018;1
"639";1504;2;3;4;4;2006;347;952;1
"640";1505;2;2;3;3;2006;347;981;1
"641";1506;3;3;5;5;2006;347;1035;1
"642";1507;1;3;2;3;2006;347;977;1
"646";1514;10;10;10;12;2006;331;207;0
