"ACTR"	"CIMA"	"COCH"	"COCO"	"COFR"	"ESAS"	"FOMA"	"FRPO"	"GEST"	"HYBO"	"MAMA"	"PADO"	"PEAS"	"PHBO"	"PLCU"	"PYJO"	"SATE"	"STPI"	"TEBO"	"TUNI"	"ZOBO"	"ZOOL"
"274"	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
"275"	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	6	0
"276"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2	0	0	9	0
"277"	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	14	0
"278"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	11	0
"279"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	11	0
"280"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	6	0
"281"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	9	0
"282"	1	0	0	8	0	1	6	0	5	0	0	14	0	0	42	0	3	0	0	0	6	0
"283"	9	0	0	2	0	0	9	0	3	0	0	0	0	0	0	0	6	0	0	0	5	0
"284"	11	0	0	6	0	0	21	0	0	0	0	12	0	0	0	0	1	0	0	0	1	0
"285"	9	0	0	2	0	1	7	0	1	0	0	1	0	0	0	0	1	6	0	0	4	0
"286"	20	1	0	8	1	2	5	0	2	0	0	0	0	0	3	0	5	0	0	0	0	0
"287"	19	0	0	2	0	0	5	0	0	0	0	13	0	0	0	0	2	0	0	0	0	0
"288"	7	0	0	2	3	0	57	0	0	0	0	0	0	0	0	0	5	0	0	0	7	0
"289"	10	0	0	2	4	0	15	0	0	0	0	0	0	0	0	0	3	0	0	0	4	0
"290"	7	0	0	0	4	2	4	0	0	0	0	12	0	0	0	0	7	0	0	0	0	0
"291"	0	0	0	2	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"292"	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"293"	2	0	0	0	4	6	16	0	1	0	0	0	0	2	0	0	0	0	0	5	2	0
"294"	1	0	0	0	0	0	5	0	0	0	0	3	0	0	3	0	0	0	0	0	2	0
"295"	1	0	0	0	0	8	20	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0
"296"	2	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
"297"	1	0	0	0	0	10	7	0	2	0	0	1	0	0	1	0	0	0	0	0	8	0
"298"	0	0	0	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0
"299"	4	0	0	0	0	10	4	0	4	0	0	16	0	0	0	0	0	0	0	1	1	0
"300"	6	0	0	2	1	21	5	0	0	0	0	11	0	0	1	0	0	0	0	0	7	0
"301"	4	0	0	0	3	8	34	0	0	0	0	17	0	0	2	0	0	0	0	0	5	0
"302"	3	0	0	0	2	7	25	0	6	0	0	11	0	0	0	0	0	0	0	0	4	0
"303"	7	0	0	0	1	5	57	0	0	0	0	15	0	0	2	0	0	0	0	5	9	0
"304"	0	0	0	0	1	7	13	0	0	0	0	9	0	0	3	0	0	0	0	1	0	0
"305"	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
"306"	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
"307"	0	0	0	0	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
"308"	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0
"309"	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"310"	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
"311"	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"312"	1	0	0	0	0	3	2	0	0	0	0	0	0	0	1	2	0	0	0	0	2	0
"313"	0	0	0	0	1	7	2	0	0	0	0	2	0	0	0	0	0	2	0	0	4	0
"314"	0	0	0	0	0	11	2	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0
"315"	2	0	0	0	0	0	3	0	0	2	0	2	0	0	0	0	2	0	0	0	3	2
"316"	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	3	0	0	0	4	4
"317"	0	0	0	0	3	0	2	0	0	2	0	0	0	0	0	0	2	0	0	0	1	4
"318"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	4	3
"319"	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	3	0	0	0	5	0
"320"	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	1	1	0	1	8	0
"321"	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	2	0	0	0	4	0
"322"	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	2	0	0	0	4	2
"323"	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	6	3
"324"	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	3	0	0	0	8	2
"325"	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	4	0	0	0	5	0
"326"	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	3	1
"327"	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	3	0	0	0	2	0
"328"	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	6	0
"329"	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	5	0	0	0	5	0
"330"	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	3	0	0	0	2	0
"331"	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	3	1
"332"	0	0	0	0	0	0	6	0	0	2	0	0	0	0	0	0	3	0	2	0	1	3
"333"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	3	0	0	0	4	0
"334"	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	2	1
"335"	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	3	0
"336"	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	5	2
"337"	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	2	0
"338"	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	2	3
"339"	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	4	2
"340"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	2	3
"341"	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	3	0
"342"	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	4
"343"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	2	0
"344"	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	3	0
"345"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"346"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"347"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"348"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"349"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"350"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"351"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
"352"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
"353"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
"354"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0
"355"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0
"356"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0
"357"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
"358"	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	8	0
"359"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	7	0
"360"	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0
"361"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	5	0
"362"	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	3	0	1	0	2	3
"363"	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5	1	0	0	3	0
"364"	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0
"365"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	2	0	2	0	4	0
"366"	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	2	0	0	0	5	0
"367"	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0
"368"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	9	0
"369"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	1	0	16	0
"370"	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	2	0	8	0
"371"	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	6	0
"372"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	6	0
"373"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	4	3
"374"	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0
"375"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	6	0
"376"	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	3	0	1	0	2	2
"377"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	3	0
"378"	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0
"379"	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0
"380"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	2	5	0
"381"	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0
"382"	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"383"	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
"384"	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"385"	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
"386"	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
"387"	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	2	4	0
"388"	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0
"389"	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
"390"	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
"391"	1	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0
"392"	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
"393"	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"394"	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"395"	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"396"	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0
"397"	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	2	2	0
"398"	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"399"	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
"400"	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0
"401"	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"402"	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0
"403"	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0
"404"	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0
"405"	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0
"406"	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0
"407"	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	5	0
"408"	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0
"409"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
"410"	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
